word_ipa,subword_ipas,audio_file,vowel_ipas,word,subword_string
ad͡ʒemaʃiːɾan,"a,d͡ʒe,ma,ʃiː,ɾan",acemasiran.wav,"a,e,a,i,a",acemaşiran,"a,ce,ma,şi,ran"
ad͡ʒembuːselik,"a,d͡ʒem,buː,se,lik",acembuselik.wav,"a,e,u,e,i",acembuselik,"a,cem,bu,se,lik"
ad͡ʒɛmiː,"a,d͡ʒɛ,miː",acemi.wav,"a,ɛ,i",acemi,"a,ce,mi"
ad͡ʒemcyɾdiː,"a,d͡ʒem,cyɾ,diː",acemkurdi.wav,"a,e,y,i",acemkürdi,"a,cem,kür,di"
ad͡ʒente,"a,d͡ʒen,te",acente.wav,"a,e,e",acente,"a,cen,te"
ad͡ʒɛp,"a,d͡ʒɛp",acep.wav,"a,ɛ",acep,"a,cep"
ad͡ʒeze,"a,d͡ʒe,ze",aceze.wav,"a,e,e",aceze,"a,ce,ze"
aːd͡ʒɯ,"aː,d͡ʒɯ",aci.wav,"a,ɯ",acı,"a,cı"
ad͡ʒiːbe,"a,d͡ʒiː,be",acibe.wav,"a,i,e",acibe,"a,ci,be"
aːd͡ʒil,"aː,d͡ʒil",acil.wav,"a,i",acil,"a,cil"
aːd͡ʒilɛn,"aː,d͡ʒi,lɛn",acilen.wav,"a,i,ɛ",acilen,"a,ci,len"
aːd͡ʒiz,"aː,d͡ʒiz",aciz.wav,"a,i",aciz,"a,ciz"
aːd͡ʒizaːne,"aː,d͡ʒi,zaː,ne",acizane.wav,"a,i,a,e",acizane,"a,ci,za,ne"
ad͡ʒuːːl,"a,d͡ʒuːːl",acul.wav,"a,u",acul,"a,cul"
ad͡ʒuːze,"a,d͡ʒuː,ze",acuze.wav,"a,u,e",acuze,"a,cu,ze"
ad͡ʒz,ad͡ʒz,acz.wav,a,acz,acz
ad,ad,ad.wav,a,ad,ad
aːdaːbɯmuaːʃeɾet,"aː,daː,bɯ,mu,aː,ʃe,ɾet",adabimuaseret.wav,"a,a,ɯ,u,a,e,e",adabımuaşeret,"a,da,bı,mu,a,şe,ret"
adale,"a,da,le",adale.wav,"a,a,e",adale,"a,da,le"
adaːlet,"a,daː,let",adalet.wav,"a,a,e",adalet,"a,da,let"
aːdaːp,"aː,daːp",adap.wav,"a,a",adap,"a,dap"
adaptasjon,"a,dap,tas,jon",adaptasyon.wav,"a,a,a,o",adaptasyon,"a,dap,tas,yon"
adaptœɾ,"a,dap,tœɾ",adaptor.wav,"a,a,œ",adaptör,"a,dap,tör"
aːddetme,"aːd,det,me",addetme.wav,"a,e,e",addetme,"ad,det,me"
adem,"a,dem",adem.wav,"a,e",adem,"a,dem"
adem,"a,dem",adem.wav,"a,e",âdem,âdem
ademimɛɾcezijet,"a,de,mi,mɛɾ,ce,zi,jet",ademimerkeziyet.wav,"a,e,i,ɛ,e,i,e",ademimerkeziyet,"a,de,mi,mer,ke,zi,yet"
adese,"a,de,se",adese.wav,"a,e,e",adese,"a,de,se"
adet,"a,det",adet.wav,"a,e",adet,"a,det"
adet,"a,det",adet.wav,"a,e",âdet,âdet
aːdetaː,"aː,de,taː",adeta.wav,"a,e,a",adeta,"a,de,ta"
aːdiː,"aː,diː",adi.wav,"a,i",adi,"a,di"
aːdiː,"aː,diː",adi.wav,"a,i",adı,"a,dı"
adiːl,"a,diːl",adil.wav,"a,i",adil,"a,dil"
aːdilɑːne,"aː,di,lɑː,ne",adilane.wav,"a,i,ɑ,e",adilane,"a,di,la,ne"
adliː,"ad,liː",adli.wav,"a,i",adli,"ad,li"
aeɾobik,"a,e,ɾo,bik",aerobik.wav,"a,e,o,i",aerobik,"a,e,ro,bik"
aeɾodinamik,"a,e,ɾo,di,na,mik",aerodinamik.wav,"a,e,o,i,a,i",aerodinamik,"a,e,ro,di,na,mik"
aːfaːk,"aː,faːk",afak.wav,"a,a",afak,"a,fak"
afakan,"a,fa,kan",afakan.wav,"a,a,a",afakan,"a,fa,kan"
aːfaːciː,"aː,faː,ciː",afaki.wav,"a,a,i",afaki,"a,fa,ki"
aːfat,"aː,fat",afat.wav,"a,a",afat,"a,fat"
afazi,"a,fa,zi",afazi.wav,"a,a,i",afazi,"a,fa,zi"
aːfeɾin,"aː,fe,ɾin",aferin.wav,"a,e,i",aferin,"a,fe,rin"
aːfet,"aː,fet",afet.wav,"a,e",afet,"a,fet"
aːfetidevɾaːn,"aː,fe,ti,dev,ɾaːn",afetidevran.wav,"a,e,i,e,a",afetidevran,"a,fe,ti,dev,ran"
aːfetzede,"aː,fet,ze,de",afetzede.wav,"a,e,e,e",afetzede,"a,fet,ze,de"
affetmek,"af,fet,mek",affetmek.wav,"a,e,e",affetmek,"af,fet,mek"
afiːf,"a,fiːf",afif.wav,"a,i",afif,"a,fif"
afiːfe,"a,fiː,fe",afife.wav,"a,i,e",afife,"a,fi,fe"
afili,"a,fi,li",afili.wav,"a,i,i",afili,"a,fi,li"
afiʃe,"a,fi,ʃe",afise.wav,"a,i,e",afişe,"a,fi,şe"
aːfitaːb,"aː,fi,taːb",afitab.wav,"a,i,a",afitab,"a,fi,tab"
aːfijet,"aː,fi,jet",afiyet.wav,"a,i,e",afiyet,"a,fi,yet"
afoɾizma,"a,fo,ɾiz,ma",aforizma.wav,"a,o,i,a",aforizma,"a,fo,riz,ma"
afoɾoz,"a,fo,ɾoz",aforoz.wav,"a,o,o",aforoz,"a,fo,roz"
afɾodizjak,"af,ɾo,diz,jak",afrodizyak.wav,"a,o,i,a",afrodizyak,"af,ro,diz,yak"
aː,aː,ag.wav,a,ağ,ağ
aːa,"a,ːa",aga.wav,"a,a",ağa,"a,ğa"
aːɡɑːh,"aː,ɡɑːh",agah.wav,"a,ɑ",agâh,agâh
aːda,"aː,da",agda.wav,"a,a",ağda,"ağ,da"
aɯl,"a,ɯl",agil.wav,"a,ɯ",ağıl,"a,ğıl"
aːɫamak,"aː,ɫa,mak",aglamak.wav,"a,a,a",ağlamak,"ağ,la,mak"
aɡnostik,"aɡ,nos,tik",agnostik.wav,"a,o,i",agnostik,"ag,nos,tik"
aɡoɾa,"a,ɡo,ɾa",agora.wav,"a,o,a",agora,"a,go,ra"
aɡoɾafobi,"a,ɡo,ɾa,fo,bi",agorafobi.wav,"a,o,a,o,i",agorafobi,"a,go,ra,fo,bi"
aɡɾesif,"aɡ,ɾe,sif",agresif.wav,"a,e,i",agresif,"ag,re,sif"
aːɾɯ,"aː,ɾɯ",agri.wav,"a,ɯ",ağrı,"ağ,rı"
austos,"a,us,tos",agustos.wav,"a,u,o",ağustos,"a,ğus,tos"
aːjaːɾ,"aː,jaːɾ",agyar.wav,"a,a",ağyar,"ağ,yar"
aːh,aːh,ah.wav,a,ah,ah
ahaːliː,"a,haː,liː",ahali.wav,"a,a,i",ahali,"a,ha,li"
ahbap,"ah,bap",ahbap.wav,"a,a",ahbap,"ah,bap"
ahdetmek,"ah,det,mek",ahdetmek.wav,"a,e,e",ahdetmek,"ah,det,mek"
aːhenk,"aː,henk",ahenk.wav,"a,e",ahenk,"a,henk"
aːhenktaɾ,"aː,henk,taɾ",ahenktar.wav,"a,e,a",ahenktar,"a,henk,tar"
aːheste,"aː,hes,te",aheste.wav,"a,e,e",aheste,"a,hes,te"
aːhiɾ,"aː,hiɾ",ahir.wav,"a,i",ahir,"a,hir"
aːhiɾet,"aː,hi,ɾet",ahiret.wav,"a,i,e",ahiret,"a,hi,ret"
ahit,"a,hit",ahit.wav,"a,i",ahit,"a,hit"
aːhize,"aː,hi,ze",ahize.wav,"a,i,e",ahize,"a,hi,ze"
ahcɑːm,"ah,cɑːm",ahkam.wav,"a,ɑ",ahkâm,ahkâm
ahlɑk,"ah,lɑk",ahlak.wav,"a,ɑ",ahlak,"ah,lak"
ahlɑːcɛn,"ah,lɑː,cɛn",ahlaken.wav,"a,ɑ,ɛ",ahlaken,"ah,la,ken"
ahlɑːciː,"ah,lɑː,ciː",ahlaki.wav,"a,ɑ,i",ahlaki,"ah,la,ki"
ahɾaz,"ah,ɾaz",ahraz.wav,"a,a",ahraz,"ah,raz"
aːhuː,"aː,huː",ahu.wav,"a,u",ahu,"a,hu"
aːhududu,"aː,hu,du,du",ahududu.wav,"a,u,u,u",ahududu,"a,hu,du,du"
ahvɑl,"ah,vɑl",ahval.wav,"a,ɑ",ahval,"ah,val"
aːidat,"a,ːi,dat",aidat.wav,"a,i,a",aidat,"a,i,dat"
aːidijet,"a,ːi,di,jet",aidiyet.wav,"a,i,i,e",aidiyet,"a,i,di,yet"
aːile,"a,ːi,le",aile.wav,"a,i,e",aile,"a,i,le"
aːileviː,"a,ːi,le,viː",ailevi.wav,"a,i,e,i",ailevi,"a,i,le,vi"
aːit,"a,ːit",ait.wav,"a,i",ait,"a,it"
aʒanda,"a,ʒan,da",ajanda.wav,"a,a,a",ajanda,"a,jan,da"
aʒans,"a,ʒans",ajans.wav,"a,a",ajans,"a,jans"
aʒitasjon,"a,ʒi,tas,jon",ajitasyon.wav,"a,i,a,o",ajitasyon,"a,ji,tas,yon"
akabinde,"a,ka,bin,de",akabinde.wav,"a,a,i,e",akabinde,"a,ka,bin,de"
akademisjɛn,"a,ka,de,mis,jɛn",akademisyen.wav,"a,a,e,i,ɛ",akademisyen,"a,ka,de,mis,yen"
akaːmɛt,"a,kaː,mɛt",akamet.wav,"a,a,ɛ",akamet,"a,ka,met"
aːkɯbɛt,"aː,kɯ,bɛt",akibet.wav,"a,ɯ,ɛ",akıbet,"a,kı,bet"
aːciːdɛ,"aː,ciː,dɛ",akide.wav,"a,i,ɛ",akide,"a,ki,de"
aciːk,"a,ciːk",akik.wav,"a,i",akik,"a,kik"
aːcil,"aː,cil",akil.wav,"a,i",akil,"a,kil"
aːcilɑːne,"aː,ci,lɑː,ne",akilane.wav,"a,i,ɑ,e",akilane,"a,ki,la,ne"
aciːm,"a,ciːm",akim.wav,"a,i",akim,"a,kim"
acis,"a,cis",akis.wav,"a,i",akis,"a,kis"
acit,"a,cit",akit.wav,"a,i",akit,"a,kit"
akliː,"ak,liː",akli.wav,"a,i",akli,"ak,li"
akɫɯseliːm,"ak,ɫɯ,se,liːm",akliselim.wav,"a,ɯ,e,i",aklıselim,"ak,lı,se,lim"
akoɾdeon,"a,koɾ,de,on",akordeon.wav,"a,o,e,o",akordeon,"a,kor,de,on"
akoɾt,"a,koɾt",akort.wav,"a,o",akort,"a,kort"
akɾabaː,"ak,ɾa,baː",akraba.wav,"a,a,a",akraba,"ak,ra,ba"
akɾan,"ak,ɾan",akran.wav,"a,a",akran,"ak,ran"
akɾeditasjon,"ak,ɾe,di,tas,jon",akreditasyon.wav,"a,e,i,a,o",akreditasyon,"ak,re,di,tas,yon"
akɾobasi,"ak,ɾo,ba,si",akrobasi.wav,"a,o,a,i",akrobasi,"ak,ro,ba,si"
aksaːm,"ak,saːm",aksam.wav,"a,a",aksam,"ak,sam"
aksan,"ak,san",aksan.wav,"a,a",aksan,"ak,san"
aksesuaɾ,"ak,se,su,aɾ",aksesuar.wav,"a,e,u,a",aksesuar,"ak,se,su,ar"
aksi,"ak,si",aksi.wav,"a,i",aksi,"ak,si"
aksisedaː,"ak,si,se,daː",aksiseda.wav,"a,i,e,a",aksiseda,"ak,si,se,da"
aksijonɛɾ,"ak,si,jo,nɛɾ",aksiyoner.wav,"a,i,o,ɛ",aksiyoner,"ak,si,yo,ner"
aksylɑmɛl,"ak,sy,lɑ,mɛl",aksulamel.wav,"a,y,ɑ,ɛ",aksülamel,"ak,sü,la,mel"
aktif,"ak,tif",aktif.wav,"a,i",aktif,"ak,tif"
aktivite,"ak,ti,vi,te",aktivite.wav,"a,i,i,e",aktivite,"ak,ti,vi,te"
aktyalite,"ak,ty,a,li,te",aktualite.wav,"a,y,a,i,e",aktüalite,"ak,tü,a,li,te"
aktyɛl,"ak,ty,ɛl",aktuel.wav,"a,y,ɛ",aktüel,"ak,tü,el"
akupunktuɾ,"a,ku,punk,tuɾ",akupunktur.wav,"a,u,u,u",akupunktur,"a,ku,punk,tur"
akustik,"a,kus,tik",akustik.wav,"a,u,i",akustik,"a,kus,tik"
akvaɾjum,"ak,vaɾ,jum",akvaryum.wav,"a,a,u",akvaryum,"ak,var,yum"
aɫa,"a,ɫa",ala.wav,"a,a",ala,"a,la"
aɫa,"a,ɫa",ala.wav,"a,a",âlâ,âlâ
aɫaboɾa,"a,ɫa,bo,ɾa",alabora.wav,"a,a,o,a",alabora,"a,la,bo,ra"
aɫabɾos,"a,ɫab,ɾos",alabros.wav,"a,a,o",alabros,"a,lab,ros"
alɑːimisemaː,"a,lɑ,ːi,mi,se,maː",alaimisema.wav,"a,ɑ,i,i,e,a",alaimisema,"a,la,i,mi,se,ma"
alɑːka,"a,lɑː,ka",alaka.wav,"a,ɑ,a",alaka,"a,la,ka"
alɑːkadaɾ,"a,lɑː,ka,daɾ",alakadar.wav,"a,ɑ,a,a",alakadar,"a,la,ka,dar"
alɑkaɾt,"a,lɑ,kaɾt",alakart.wav,"a,ɑ,a",alakart,"a,la,kart"
alɑːmet,"a,lɑː,met",alamet.wav,"a,ɑ,e",alamet,"a,la,met"
alɑːmetifaːɾika,"a,lɑː,me,ti,faː,ɾi,ka",alametifarika.wav,"a,ɑ,e,i,a,i,a",alametifarika,"a,la,me,ti,fa,ri,ka"
alɑminyt,"a,lɑ,mi,nyt",alaminut.wav,"a,ɑ,i,y",alaminüt,"a,la,mi,nüt"
aɫaɾɡa,"a,ɫaɾ,ɡa",alarga.wav,"a,a,a",alarga,"a,lar,ga"
aɫatuɾka,"a,ɫa,tuɾ,ka",alaturka.wav,"a,a,u,a",alaturka,"a,la,tur,ka"
aːlɑːjiʃ,"aː,lɑː,jiʃ",alayis.wav,"a,ɑ,i",alayiş,"a,la,yiş"
aɫazɫamak,"a,ɫaz,ɫa,mak",alazlamak.wav,"a,a,a,a",alazlamak,"a,laz,la,mak"
aɫbatɾos,"aɫ,bat,ɾos",albatros.wav,"a,a,o",albatros,"al,bat,ros"
aleɡoɾi,"a,le,ɡo,ɾi",alegori.wav,"a,e,o,i",alegori,"a,le,go,ri"
aleɫad͡ʒele,"a,le,ɫa,d͡ʒe,le",alelacele.wav,"a,e,a,e,e",alelacele,"a,le,la,ce,le"
alelɑːde,"a,le,lɑː,de",alelade.wav,"a,e,ɑ,e",alelade,"a,le,la,de"
aleleksɛɾ,"a,le,lek,sɛɾ",alelekser.wav,"a,e,e,ɛ",alelekser,"a,le,lek,ser"
aleɫɯtɫak,"a,le,ɫɯt,ɫak",alelitlak.wav,"a,e,ɯ,a",alelıtlak,"a,le,lıt,lak"
aleɫusuːːl,"a,le,ɫu,suːːl",alelusul.wav,"a,e,u,u",alelusul,"a,le,lu,sul"
alem,"a,lem",alem.wav,"a,e",alem,"a,lem"
alem,"a,lem",alem.wav,"a,e",âlem,âlem
alɛmdaɾ,"a,lɛm,daɾ",alemdar.wav,"a,ɛ,a",alemdar,"a,lem,dar"
aːːlemʃymuːl,"aːː,lem,ʃy,muːl",alemsumul.wav,"a,e,y,u",âlemşümul,"âlem,şü,mul"
alenɛn,"a,le,nɛn",alenen.wav,"a,e,ɛ",alenen,"a,le,nen"
aleniː,"a,le,niː",aleni.wav,"a,e,i",aleni,"a,le,ni"
alenijet,"a,le,ni,jet",aleniyet.wav,"a,e,i,e",aleniyet,"a,le,ni,yet"
alessabaːh,"a,les,sa,baːh",alessabah.wav,"a,e,a,a",alessabah,"a,les,sa,bah"
alesta,"a,les,ta",alesta.wav,"a,e,a",alesta,"a,les,ta"
aːlet,"aː,let",alet.wav,"a,e",alet,"a,let"
alejhinde,"a,lej,hin,de",aleyhinde.wav,"a,e,i,e",aleyhinde,"a,ley,hin,de"
alejhisselɑːm,"a,lej,his,se,lɑːm",aleyhisselam.wav,"a,e,i,e,ɑ",aleyhisselam,"a,ley,his,se,lam"
alejhtaːɾ,"a,lejh,taːɾ",aleyhtar.wav,"a,e,a",aleyhtar,"a,leyh,tar"
alejcymselɑːm,"a,lej,cym,se,lɑːm",aleykumselam.wav,"a,e,y,e,ɑ",aleykümselam,"a,ley,küm,se,lam"
alejnaː,"a,lej,naː",aleyna.wav,"a,e,a",aleyna,"a,ley,na"
aːɫfabe,"aːɫ,fa,be",alfabe.wav,"a,a,e",alfabe,"al,fa,be"
aːliː,"aː,liː",ali.wav,"a,i",ali,"a,li"
aːːliːd͡ʒenap,"aːː,liː,d͡ʒe,nap",alicenap.wav,"a,i,e,a",alicenap,"a,li,ce,nap"
aliːl,"a,liːl",alil.wav,"a,i",alil,"a,lil"
aːlim,"aː,lim",alim.wav,"a,i",âlim,âlim
alimaɫɫah,"a,li,maɫ,ɫah",alimallah.wav,"a,i,a,a",alimallah,"a,li,mal,lah"
aːlimaːne,"aː,li,maː,ne",alimane.wav,"a,i,a,e",âlimane,"âli,ma,ne"
alije,"a,li,je",aliye.wav,"a,i,e",aliye,"a,li,ye"
alijjyɫaːlɑː,"a,lij,jy,ɫaː,lɑː",aliyyulala.wav,"a,i,y,a,ɑ",aliyyülâlâ,"a,liy,yülâlâ"
aːɫcoːl,"aːɫ,coːl",alkol.wav,"a,o",alkol,"al,kol"
aɫɫah,"aɫ,ɫah",allah.wav,"a,a",allah,"al,lah"
aɫɫaːhuekbɛɾ,"aɫ,ɫaː,hu,ek,bɛɾ",allahuekber.wav,"a,a,u,e,ɛ",allahuekber,"al,la,hu,ek,ber"
aɫɫaːhutaaːlɑː,"aɫ,ɫaː,hu,ta,aː,lɑː",allahutaala.wav,"a,a,u,a,a,ɑ",allahutaala,"al,la,hu,ta,a,la"
aɫlɑːme,"aɫ,lɑː,me",allame.wav,"a,ɑ,e",allame,"al,la,me"
aɫlɑːmɛid͡ʒihaːn,"aɫ,lɑː,mɛ,i,d͡ʒi,haːn",allameicihan.wav,"a,ɑ,ɛ,i,i,a",allameicihan,"al,la,me,i,ci,han"
aɫp,aɫp,alp.wav,a,alp,alp
aɫpaɾsɫan,"aɫ,paɾs,ɫan",alparslan.wav,"a,a,a",alparslan,"al,pars,lan"
aɫpeɾɛn,"aɫ,pe,ɾɛn",alperen.wav,"a,e,ɛ",alperen,"al,pe,ren"
aːɫtɛɾnatif,"aːɫ,tɛɾ,na,tif",alternatif.wav,"a,ɛ,a,i",alternatif,"al,ter,na,tif"
aɫtmɯʃ,"aɫt,mɯʃ",altmis.wav,"a,ɯ",altmış,"alt,mış"
aːluːːde,"aː,luːː,de",alude.wav,"a,u,e",alude,"a,lu,de"
alyminjum,"a,ly,min,jum",aluminyum.wav,"a,y,i,u",alüminyum,"a,lü,min,yum"
alyvjon,"a,lyv,jon",aluvyon.wav,"a,y,o",alüvyon,"a,lüv,yon"
aːɫjans,"aːɫ,jans",alyans.wav,"a,a",alyans,"al,yans"
aːmaː,"aː,maː",ama.wav,"a,a",âmâ,âmâ
aːmaː,"aː,maː",ama.wav,"a,a",ama,"a,ma"
aːmaːde,"aː,maː,de",amade.wav,"a,a,e",amade,"a,ma,de"
aːmɑːl,"aː,mɑːl",amal.wav,"a,ɑ",amal,"a,mal"
amatœɾ,"a,ma,tœɾ",amator.wav,"a,a,œ",amatör,"a,ma,tör"
ambalɑʒ,"am,ba,lɑʒ",ambalaj.wav,"a,a,ɑ",ambalaj,"am,ba,laj"
ambale,"am,ba,le",ambale.wav,"a,a,e",ambale,"am,ba,le"
ambaɾɡo,"am,baɾ,ɡo",ambargo.wav,"a,a,o",ambargo,"am,bar,go"
ambɛɾ,"am,bɛɾ",amber.wav,"a,ɛ",amber,"am,ber"
ambulɑns,"am,bu,lɑns",ambulans.wav,"a,u,ɑ",ambulans,"am,bu,lans"
amd͡ʒazaːde,"am,d͡ʒa,zaː,de",amcazade.wav,"a,a,a,e",amcazade,"am,ca,za,de"
amɛl,"a,mɛl",amel.wav,"a,ɛ",amel,"a,mel"
amele,"a,me,le",amele.wav,"a,e,e",amele,"a,me,le"
ameliː,"a,me,liː",ameli.wav,"a,e,i",ameli,"a,me,li"
amelijat,"a,me,li,jat",ameliyat.wav,"a,e,i,a",ameliyat,"a,me,li,yat"
amelijathaːne,"a,me,li,jat,haː,ne",ameliyathane.wav,"a,e,i,a,a,e",ameliyathane,"a,me,li,yat,ha,ne"
aːmennaː,"aː,men,naː",amenna.wav,"a,e,a",amenna,"a,men,na"
aːmɛnty,"aː,mɛn,ty",amentu.wav,"a,ɛ,y",amentü,"a,men,tü"
ameɾika,"a,me,ɾi,ka",amerika.wav,"a,e,i,a",amerika,"a,me,ri,ka"
amfoɾa,"am,fo,ɾa",amfora.wav,"a,o,a",amfora,"am,fo,ra"
amiːɡo,"a,miː,ɡo",amigo.wav,"a,i,o",amigo,"a,mi,go"
aːmil,"aː,mil",amil.wav,"a,i",amil,"a,mil"
amin,"a,min",amin.wav,"a,i",amin,"a,min"
amin,"a,min",amin.wav,"a,i",âmin,âmin
aːmine,"aː,mi,ne",amine.wav,"a,i,e",amine,"a,mi,ne"
aːmiɾ,"aː,miɾ",amir.wav,"a,i",amir,"a,mir"
amiɾɑl,"a,mi,ɾɑl",amiral.wav,"a,i,ɑ",amiral,"a,mi,ral"
aːmiɾaːne,"aː,mi,ɾaː,ne",amirane.wav,"a,i,a,e",amirane,"a,mi,ra,ne"
aːmijaːne,"aː,mi,jaː,ne",amiyane.wav,"a,i,a,e",amiyane,"a,mi,ya,ne"
ammaː,"am,maː",amma.wav,"a,a",amma,"am,ma"
amme,"am,me",amme.wav,"a,e",amme,"am,me"
amoɾti,"a,moɾ,ti",amorti.wav,"a,o,i",amorti,"a,mor,ti"
amoɾtisman,"a,moɾ,tis,man",amortisman.wav,"a,o,i,a",amortisman,"a,mor,tis,man"
amoɾtisœɾ,"a,moɾ,ti,sœɾ",amortisor.wav,"a,o,i,œ",amortisör,"a,mor,ti,sör"
ampiɾik,"am,pi,ɾik",ampirik.wav,"a,i,i",ampirik,"am,pi,rik"
ampuːl,"am,puːl",ampul.wav,"a,u",ampul,"am,pul"
amuːdiː,"a,muː,diː",amudi.wav,"a,u,i",amudi,"a,mu,di"
amudufɯkaːɾi,"a,mu,du,fɯ,kaː,ɾi",amudufikari.wav,"a,u,u,ɯ,a,i",amudufıkari,"a,mu,du,fı,ka,ri"
aːn,aːn,an.wav,a,an,an
anafoɾ,"a,na,foɾ",anafor.wav,"a,a,o",anafor,"a,na,for"
anaɡɾam,"a,naɡ,ɾam",anagram.wav,"a,a,a",anagram,"a,nag,ram"
anahtaɾ,"a,nah,taɾ",anahtar.wav,"a,a,a",anahtar,"a,nah,tar"
anakɾonik,"a,nak,ɾo,nik",anakronik.wav,"a,a,o,i",anakronik,"a,nak,ro,nik"
anakɾonizm,"a,nak,ɾo,nizm",anakronizm.wav,"a,a,o,i",anakronizm,"a,nak,ro,nizm"
analitik,"a,na,li,tik",analitik.wav,"a,a,i,i",analitik,"a,na,li,tik"
anɑɫʒezik,"a,nɑɫ,ʒe,zik",analjezik.wav,"a,ɑ,e,i",analjezik,"a,nal,je,zik"
analoːʒi,"a,na,loː,ʒi",analoji.wav,"a,a,o,i",analoji,"a,na,lo,ji"
anamaɫd͡ʒɯɫɯk,"a,na,maɫ,d͡ʒɯ,ɫɯk",anamalcilik.wav,"a,a,a,ɯ,ɯ",anamalcılık,"a,na,mal,cı,lık"
anane,"a,na,ne",anane.wav,"a,a,e",anane,"a,na,ne"
ananeviː,"a,na,ne,viː",ananevi.wav,"a,a,e,i",ananevi,"a,na,ne,vi"
anaɾʃist,"a,naɾ,ʃist",anarsist.wav,"a,a,i",anarşist,"a,nar,şist"
anaɾʃizm,"a,naɾ,ʃizm",anarsizm.wav,"a,a,i",anarşizm,"a,nar,şizm"
anaːsɯɾ,"a,naː,sɯɾ",anasir.wav,"a,a,ɯ",anasır,"a,na,sır"
anatomi,"a,na,to,mi",anatomi.wav,"a,a,o,i",anatomi,"a,na,to,mi"
anbean,"an,be,an",anbean.wav,"a,e,a",anbean,"an,be,an"
anemi,"a,ne,mi",anemi.wav,"a,e,i",anemi,"a,ne,mi"
anɡaʒe,"an,ɡa,ʒe",angaje.wav,"a,a,e",angaje,"an,ga,je"
anɡaʒman,"an,ɡaʒ,man",angajman.wav,"a,a,a",angajman,"an,gaj,man"
anɡaɾja,"an,ɡaɾ,ja",angarya.wav,"a,a,a",angarya,"an,gar,ya"
anɡɫosakson,"anɡ,ɫo,sak,son",anglosakson.wav,"a,o,a,o",anglosakson,"ang,lo,sak,son"
ani,"a,ni",ani.wav,"a,i",ani,"a,ni"
animasjon,"a,ni,mas,jon",animasyon.wav,"a,i,a,o",animasyon,"a,ni,mas,yon"
animatœɾ,"a,ni,ma,tœɾ",animator.wav,"a,i,a,œ",animatör,"a,ni,ma,tör"
anʒijo,"an,ʒi,jo",anjiyo.wav,"a,i,o",anjiyo,"an,ji,yo"
ankaː,"an,kaː",anka.wav,"a,a",anka,"an,ka"
ankaɾa,"an,ka,ɾa",ankara.wav,"a,a,a",ankara,"an,ka,ra"
ankastɾe,"an,kast,ɾe",ankastre.wav,"a,a,e",ankastre,"an,kast,re"
ancebuːt,"an,ce,buːt",ankebut.wav,"a,e,u",ankebut,"an,ke,but"
ancetœɾ,"an,ce,tœɾ",anketor.wav,"a,e,œ",anketör,"an,ke,tör"
anɫam,"an,ɫam",anlam.wav,"a,a",anlam,"an,lam"
anofɛl,"a,no,fɛl",anofel.wav,"a,o,ɛ",anofel,"a,no,fel"
