path,phonemes
gusletmek.wav,gusletmek spn
potibor.wav,pötibör spn
mail.wav,mail spn
netameli.wav,netameli spn
betonarme.wav,betonarme spn
mezhep.wav,mezhep spn
homojen.wav,homojen spn
kutlu.wav,kutlu spn
enam.wav,enam spn
muselsel.wav,müselsel spn
otorite.wav,otorite spn
meyve.wav,meyve m e j v e
vitir.wav,vitir spn
strateji.wav,strateji spn
lumbago.wav,lumbago spn
kirtasiye.wav,kırtasiye spn
vechi.wav,vechi spn
lotus.wav,lotus spn
firaz.wav,firaz spn
bermutat.wav,bermutat spn
karine.wav,karine spn
tavsifat.wav,tavsifat spn
gasilhane.wav,gasilhane spn
sifahane.wav,şifahane spn
tebdilen.wav,tebdilen spn
parlak.wav,parlak p a ɾ ɫ a k
simgesel.wav,simgesel spn
bittesir.wav,bittesir spn
masnu.wav,masnu spn
lafuguzaf.wav,lafügüzaf spn
tipoloji.wav,tipoloji spn
husumetkar.wav,husumetkâr spn
rakam.wav,rakam ɾ a k a m
muserref.wav,müşerref m y ʃ e ɾ ɾ e f
bitap.wav,bitap spn
kafi.wav,kâfi spn
kayd.wav,kayd spn
karabet.wav,karabet spn
kanka.wav,kanka spn
protez.wav,protez spn
virane.wav,virane spn
ultraviyole.wav,ultraviyole spn
saniyen.wav,saniyen spn
popularite.wav,popülarite spn
acilen.wav,acilen spn
ampirik.wav,ampirik a m p i ɾ i k
muvakkit.wav,muvakkit spn
mukaddesat.wav,mukaddesat spn
hesabini.wav,hesabını spn
harabati.wav,harabati spn
behimi.wav,behimi b e h iː m iː
mustahkem.wav,müstahkem spn
adaptor.wav,adaptör spn
surre.wav,surre spn
muvazzaf.wav,muvazzaf spn
astronomik.wav,astronomik spn
lenguistik.wav,lengüistik spn
bizzat.wav,bizzat spn
kece.wav,keçe spn
igdis.wav,iğdiş spn
echel.wav,echel spn
muhaceze.wav,muhaceze spn
fecr.wav,fecr spn
bulbul.wav,bülbül spn
cift.wav,çift spn
hukuk.wav,hukuk h u k uː k
istimlak.wav,istimlak spn
tolerans.wav,tolerans spn
kronoloji.wav,kronoloji spn
legal.wav,legal spn
agabey.wav,ağabey aː b e j
kumar.wav,kumar k u m a ɾ
darifena.wav,darıfena spn
muhassenat.wav,muhassenat spn
mecellat.wav,mecellat spn
govermek.wav,gövermek ɡ œ v ɛ ɾ m e k
bihaber.wav,bihaber b iː h a b ɛ ɾ
galatimeshur.wav,galatımeşhur spn
husule.wav,husule spn
harilanmak.wav,harılanmak spn
ifrat.wav,ifrat spn
termal.wav,termal spn
misafir.wav,misafir spn
tenkit.wav,tenkit spn
sivekar.wav,sivekâr spn
mahrumiyet.wav,mahrumiyet spn
butun.wav,bütün spn
hususi.wav,hususi spn
magfiret.wav,mağfiret spn
zabita.wav,zabıta spn
mazrufen.wav,mazrufen spn
ibik.wav,ibik i b i k
ziyadesiyle.wav,ziyadesiyle spn
yepyeni.wav,yepyeni spn
ifade.wav,ifade spn
teravih.wav,teravih spn
kissadan.wav,kıssadan spn
ehlibeyit.wav,ehlibeyit spn
vesvese.wav,vesvese spn
yapagi.wav,yapağı spn
sertifika.wav,sertifika spn
yakamoz.wav,yakamoz spn
kitipiyoz.wav,kıtipiyoz spn
tevkifen.wav,tevkifen spn
tagyir.wav,tağyir spn
helal.wav,helal spn
mihenk.wav,mihenk spn
dimiski.wav,dımışki spn
torba.wav,torba spn
tahvilat.wav,tahvilat spn
cephe.wav,cephe spn
italik.wav,italik spn
standart.wav,standart spn
ceset.wav,ceset spn
turunc.wav,turunç spn
angaje.wav,angaje spn
zimninda.wav,zımnında spn
muntakil.wav,müntakil spn
uzlet.wav,uzlet spn
sermurettip.wav,sermürettip spn
duyek.wav,düyek spn
mahviyetkar.wav,mahviyetkâr spn
munacat.wav,münacat spn
tiyatro.wav,tiyatro spn
denklem.wav,denklem spn
hezliyat.wav,hezliyat spn
canfeza.wav,canfeza spn
baki.wav,bâkî b aː c i
ciy.wav,çiy spn
tecimsel.wav,tecimsel spn
rektor.wav,rektör spn
irsiyet.wav,irsiyet spn
sentez.wav,sentez spn
fikriyat.wav,fikriyat spn
fiskiye.wav,fıskiye spn
ferment.wav,ferment spn
garbi.wav,garbi ɡ a ɾ b iː
daragaci.wav,darağacı spn
besmele.wav,besmele spn
ikramiye.wav,ikramiye i k ɾ aː m i j e
makuliyet.wav,makuliyet spn
turre.wav,turre spn
nesebi.wav,nesebi spn
dezavantaj.wav,dezavantaj spn
hali.wav,hâli spn
say.wav,say spn
idare.wav,idare spn
sila.wav,sıla spn
karantina.wav,karantina spn
nankor.wav,nankör spn
gezi.wav,gezi spn
mukarenet.wav,mukarenet spn
arabesk.wav,arabesk spn
mustesrik.wav,müsteşrik spn
hakimiyet.wav,hâkimiyet spn
nevale.wav,nevale spn
tiksinmek.wav,tiksinmek spn
absurt.wav,absürt spn
berdel.wav,berdel spn
tarafgir.wav,tarafgir spn
telkari.wav,telkâri spn
salat.wav,salat spn
payidar.wav,payidar spn
kenevir.wav,kenevir spn
mahzunane.wav,mahzunane spn
evlat.wav,evlat spn
horon.wav,horon spn
oncelemek.wav,öncelemek spn
hasep.wav,hasep spn
mutekevvin.wav,mütekevvin spn
iltifatkar.wav,iltifatkâr spn
vinc.wav,vinç spn
enlem.wav,enlem spn
cehalet.wav,cehalet spn
istintac.wav,istintaç spn
cedide.wav,cedide spn
balet.wav,balet spn
levazim.wav,levazım spn
yele.wav,yele spn
sehriyar.wav,şehriyar ʃ e h ɾ i j aː ɾ
tekdirat.wav,tekdirat spn
fidye.wav,fidye spn
egreti.wav,eğreti spn
miskinane.wav,miskinane spn
muzik.wav,müzik spn
haddizatinda.wav,haddizatında spn
televizyon.wav,televizyon spn
taassup.wav,taassup spn
bittesaduf.wav,bittesadüf spn
destar.wav,destar spn
mihaniki.wav,mihaniki spn
sebuk.wav,sebük spn
korelmek.wav,körelmek c œ ɾ ɛ ɫ m e k
cesim.wav,cesim spn
eskiya.wav,eşkıya e ʃ k ɯ j aː
zarif.wav,zarif spn
teali.wav,teali spn
dehliz.wav,dehliz spn
muktedir.wav,muktedir spn
jakoben.wav,jakoben spn
tertip.wav,tertip spn
dest_i.wav,dest-i spn
peyke.wav,peyke p e j c e
ihtizaz.wav,ihtizaz spn
hayalen.wav,hayalen spn
zevahir.wav,zevahir spn
fark_i.wav,fark ı f a ɾ k spn
haile.wav,haile spn
telefon.wav,telefon spn
diploma.wav,diploma spn
sogus.wav,söğüş spn
suizan.wav,suizan spn
zircahil.wav,zırcahil spn
mukaddemat.wav,mukaddemat spn
esna.wav,esna spn
hissiyat.wav,hissiyat spn
kelli.wav,kelli spn
icbukey.wav,içbükey spn
siddet.wav,şiddet spn
sehsuvar.wav,şehsüvar spn
kralice.wav,kraliçe spn
igrenmek.wav,iğrenmek spn
recel.wav,reçel spn
turap.wav,türap spn
evvelki.wav,evvelki e v v ɛ ɫ c i
mizantrop.wav,mizantrop spn
kubbe.wav,kubbe k u b b e
mesrutiyetcilik.wav,meşrutiyetçilik spn
maglubiyet.wav,mağlubiyet spn
problem.wav,problem spn
oditoryum.wav,oditoryum spn
kohne.wav,köhne spn
feyyaz.wav,feyyaz spn
dezenformasyon.wav,dezenformasyon spn
tecessum.wav,tecessüm spn
aksi.wav,aksi spn
bogazkesen.wav,boğazkesen spn
turrehat.wav,türrehat spn
tenasup.wav,tenasüp spn
dershane.wav,dershane spn
muheyya.wav,müheyya m y h e j j aː
hoyrat.wav,hoyrat spn
hakkinda.wav,hakkında spn
pis.wav,piş p iː ʃ
tokac.wav,tokaç spn
velhasil.wav,velhasıl spn
icazetname.wav,icazetname spn
serare.wav,şerare ʃ e ɾ aː ɾ e
davul.wav,davul spn
utopya.wav,ütopya spn
pir.wav,pir p iː ɾ
insat.wav,inşat spn
tabiiyet.wav,tabiiyet spn
gullabi.wav,güllabi spn
propaganda.wav,propaganda spn
huccac.wav,hüccac spn
ortanca.wav,ortanca spn
zencirek.wav,zencirek spn
tardiye.wav,tardiye spn
omnibus.wav,omnibüs spn
vefat.wav,vefat spn
antipatik.wav,antipatik spn
sani.wav,sani spn
tahayyul.wav,tahayyül spn
sefaat.wav,şefaat spn
yave.wav,yave j aː v e
mantiki.wav,mantıki spn
faras.wav,faraş f a ɾ a ʃ
kutuphane.wav,kütüphane spn
tuhaf.wav,tuhaf spn
revak.wav,revak ɾ e v aː k
magruriyet.wav,mağruriyet spn
rahleitedris.wav,rahleitedris spn
hemsehri.wav,hemşehri h e m ʃ e h ɾ i
fukara.wav,fukara f u k a ɾ aː
nagmehan.wav,nağmehan spn
iskalarya.wav,iskalarya spn
irz.wav,ırz spn
tablo.wav,tablo spn
mariz.wav,mariz spn
tevarus.wav,tevarüs spn
lebdegmez.wav,lebdeğmez spn
mizansen.wav,mizansen spn
murahhas.wav,murahhas spn
imha.wav,imha i m h aː
hurdahas.wav,hurdahaş spn
mazrur.wav,mazrur spn
kapris.wav,kapris spn
mintika.wav,mıntıka spn
tenkidi.wav,tenkidî spn
didaktik.wav,didaktik spn
gidisat.wav,gidişat spn
istatistiki.wav,istatistiki spn
nakarat.wav,nakarat spn
hamiyetsiz.wav,hamiyetsiz spn
snitzel.wav,şnitzel spn
fundamentalist.wav,fundamentalist spn
sihhi.wav,sıhhi spn
zahip.wav,zahip spn
balo.wav,balo b a ɫ o
tenvin.wav,tenvin spn
tenzilirutbe.wav,tenzilirütbe spn
helikopter.wav,helikopter spn
asla.wav,asla spn
ashane.wav,aşhane spn
uvey.wav,üvey y v e j
modem.wav,modem spn
beytutet.wav,beytutet spn
tahsil.wav,tahsil spn
karin.wav,karin spn
ilave.wav,ilave spn
illa.wav,illa spn
memleket.wav,memleket spn
dana.wav,dânâ spn
ilmiahlak.wav,ilmiahlak spn
mensup.wav,mensup spn
madde.wav,madde spn
gulbank.wav,gülbank spn
kumpanya.wav,kumpanya spn
tahavvul.wav,tahavvül spn
uca.wav,uca spn
cesme.wav,çeşme spn
mesale.wav,meşale spn
misak.wav,misak spn
dervis.wav,derviş spn
mezcetmek.wav,mezcetmek spn
fahurane.wav,fahurane spn
mecburiyet.wav,mecburiyet spn
ragmina.wav,rağmına spn
teskili.wav,teşkili spn
tabiatiyla.wav,tabiatıyla spn
lagvetmek.wav,lağvetmek spn
mahmul.wav,mahmul spn
gangster.wav,gangster spn
avare.wav,avare aː v aː ɾ e
tekit.wav,tekit spn
maslahatguzar.wav,maslahatgüzar spn
sahir.wav,sahir spn
hamaset.wav,hamaset spn
kanunname.wav,kanunname spn
saibe.wav,şaibe spn
mahcubiyet.wav,mahcubiyet spn
tekdir.wav,tekdir spn
aceze.wav,aceze spn
hiyanet.wav,hıyanet spn
komposto.wav,komposto spn
lugat.wav,lügat spn
mengene.wav,mengene spn
sahis.wav,şahıs spn
ordovr.wav,ordövr spn
endise.wav,endişe spn
nefret.wav,nefret spn
maun.wav,maun spn
veciz.wav,veciz spn
tervic.wav,terviç spn
heterodoks.wav,heterodoks spn
icerik.wav,içerik spn
agustos.wav,ağustos spn
guzeran.wav,güzeran spn
kat_a.wav,kat'a spn
maiset.wav,maişet spn
fuzyon.wav,füzyon spn
etik.wav,etik spn
va.wav,va v aː h a j f aː
cabuk.wav,çabuk spn
sukun.wav,sükûn spn
infaz.wav,infaz spn
nihayet.wav,nihayet spn
periyot.wav,periyot spn
goz.wav,göz spn
cukur.wav,çukur spn
otizm.wav,otizm spn
mutevelli.wav,mütevelli spn
tehcir.wav,tehcir spn
adabimuaseret.wav,adabımuaşeret spn
im.wav,im i m
tekellum.wav,tekellüm spn
mesin.wav,meşin spn
devriterakki.wav,devriterakki spn
ekspres.wav,ekspres spn
mobleli.wav,möbleli spn
midibus.wav,midibüs spn
gayriiradi.wav,gayriiradi spn
tug.wav,tuğ spn
allameicihan.wav,allameicihan spn
darbimesel.wav,darbımesel spn
boga.wav,boğa spn
lain.wav,lâin spn
pardosu.wav,pardösü spn
cuz.wav,cüz spn
onkoloji.wav,onkoloji spn
gufte.wav,güfte spn
fiyat.wav,fiyat spn
millet.wav,millet spn
hurra.wav,hurra h u ɾ ɾ aː
patetik.wav,patetik spn
kasif.wav,kâsif spn
sutanne.wav,sütanne spn
sekte.wav,sekte spn
hunsa.wav,hünsa spn
bandrol.wav,bandrol spn
afetzede.wav,afetzede spn
madeni.wav,madenî spn
hileiseriye.wav,hileişeriye spn
asansor.wav,asansör spn
ehibba.wav,ehibba e h i b b aː
remiks.wav,remiks spn
imparator.wav,imparator spn
jikle.wav,jikle spn
cebel.wav,cebel spn
vekalet.wav,vekâlet spn
sebep.wav,sebep spn
evani.wav,evani spn
sinemaskop.wav,sinemaskop spn
kargir.wav,kârgir c aː ɾ ɡ i ɾ
yahsi.wav,yahşi j a h ʃ iː
baruthane.wav,baruthane spn
hasiye.wav,haşiye h aː ʃ i j e
beyan.wav,beyan spn
uckagit.wav,üçkâğıt spn
lila.wav,lila spn
kertmek.wav,kertmek spn
lokavt.wav,lokavt spn
usulen.wav,usulen spn
tenezzuh.wav,tenezzüh spn
motivasyon.wav,motivasyon spn
kargis.wav,kargış k a ɾ ɡ ɯ ʃ
conta.wav,conta spn
tarz.wav,tarz spn
mestur.wav,mestur spn
tenzil.wav,tenzil spn
kale.wav,kale spn
tuti.wav,tuti spn
peltek.wav,peltek spn
abandone.wav,abandone spn
sevkitabii.wav,sevkitabii spn
ilmik.wav,ilmik i ɫ m i k
dostane.wav,dostane spn
papyon.wav,papyon spn
mubin.wav,mübin spn
ince.wav,ince spn
keside.wav,keşide spn
bergamot.wav,bergamot spn
cizbiz.wav,cızbız spn
seluloz.wav,selüloz spn
sahbaz.wav,şahbaz spn
dansoz.wav,dansöz spn
unvan.wav,unvan spn
huzur.wav,huzur spn
rebiyulahir.wav,rebiyülahir ɾ ɛ b iː j y ɫ aː h i ɾ
amirane.wav,amirane spn
cember.wav,çember spn
niza.wav,niza spn
bidayet.wav,bidayet spn
suretiyle.wav,suretiyle spn
siret.wav,siret spn
matekaddem.wav,matekaddem spn
habip.wav,habip h a b iː p
hal.wav,hâl spn
ogrenci.wav,öğrenci spn
polarizasyon.wav,polarizasyon spn
oysaki.wav,oysaki spn
vazo.wav,vazo spn
tesvik.wav,teşvik spn
ihtikaren.wav,ihtikâren spn
tellal.wav,tellal spn
benimsemek.wav,benimsemek spn
milliyetperver.wav,milliyetperver spn
mulhit.wav,mülhit spn
nakis.wav,nakıs spn
selis.wav,selis spn
ham.wav,ham h a m
akit.wav,akit spn
saskaloz.wav,şaşkaloz spn
ilzam.wav,ilzam spn
ideal.wav,ideal spn
santor.wav,şantör spn
hilafetname.wav,hilafetname spn
fetus.wav,fetüs spn
ruh.wav,ruh ɾ u h
ianet.wav,ianet spn
sar.wav,şar ʃ aː ɾ
iskat.wav,ıskat spn
bonbon.wav,bonbon spn
eseri.wav,eseri spn
hacalet.wav,hacalet spn
mustatil.wav,mustatil spn
havale.wav,havale spn
kazurat.wav,kazurat spn
klonlamak.wav,klonlamak spn
laytmotif.wav,laytmotif spn
tuberkuloz.wav,tüberküloz spn
ispritizma.wav,ispritizma spn
kokpit.wav,kokpit spn
salise.wav,salise spn
layiha.wav,layiha spn
gulgule.wav,gulgule spn
zelzele.wav,zelzele spn
nusha.wav,nüsha spn
siyatik.wav,siyatik spn
tesehhut.wav,teşehhüt spn
helvahane.wav,helvahane spn
zehretmek.wav,zehretmek spn
hiperaktif.wav,hiperaktif spn
varyete.wav,varyete spn
nakliyat.wav,nakliyat spn
edip.wav,edip spn
kooperatif.wav,kooperatif spn
kulub.wav,kulûb spn
devrisaadet.wav,devrisaadet spn
kamufle.wav,kamufle spn
surmanset.wav,sürmanşet spn
mezellet.wav,mezellet spn
ihtisam.wav,ihtişam spn
edali.wav,edalı spn
tasnifat.wav,tasnifat spn
boyu.wav,boyu spn
hezar.wav,hezar spn
balig.wav,baliğ spn
bunyad.wav,bünyad spn
notralize.wav,nötralize spn
vahsiyane.wav,vahşiyane spn
minimum.wav,minimum spn
ikrah.wav,ikrah i k ɾ a h
silayirahim.wav,sılayırahim spn
intern.wav,intern spn
semiz.wav,semiz spn
tarazlanmak.wav,tarazlanmak spn
intikam.wav,intikam spn
ifsa.wav,ifşa i f ʃ aː
tekemmul.wav,tekemmül spn
zalim.wav,zalim spn
kufurbaz.wav,küfürbaz spn
prototip.wav,prototip spn
penguen.wav,penguen spn
cetvel.wav,cetvel spn
apostrof.wav,apostrof spn
viral.wav,viral spn
ampul.wav,ampul spn
ogun.wav,öğün spn
yakin.wav,yakin spn
mudavim.wav,müdavim spn
layik.wav,layık ɫ aː j ɯ k
brosur.wav,broşür b ɾ o ʃ y ɾ
tevhit.wav,tevhit spn
intikal.wav,intikal spn
amortisman.wav,amortisman spn
cereme.wav,cereme spn
ceride.wav,ceride spn
mamuriyet.wav,mamuriyet spn
teati.wav,teati spn
desise.wav,desise spn
ender.wav,ender spn
tesekkurat.wav,teşekkürat spn
zade.wav,zade spn
beyit.wav,beyit spn
kisra.wav,kisra spn
zagar.wav,zağar spn
zodyak.wav,zodyak spn
kafein.wav,kafein spn
fiyonk.wav,fiyonk spn
iblis.wav,iblis spn
konsomatris.wav,konsomatris spn
ihale.wav,ihale spn
tevsik.wav,tevsik spn
raz.wav,raz spn
peyderpey.wav,peyderpey spn
resul.wav,resul spn
varidat.wav,varidat spn
patika.wav,patika spn
tehdit.wav,tehdit spn
kundekari.wav,kundekâri spn
ciharidu.wav,ciharıdü spn
vakti.wav,vakti spn
yakini.wav,yakini spn
sua.wav,şua ʃ u aː
siftah.wav,siftah spn
husna.wav,hüsna spn
tevessul.wav,tevessül spn
imtina.wav,imtina spn
dumbelek.wav,dümbelek spn
teblig.wav,tebliğ spn
cima.wav,cima spn
antoloji.wav,antoloji spn
muhatara.wav,muhatara spn
meze.wav,meze spn
pestamal.wav,peştamal spn
puset.wav,puset spn
veranda.wav,veranda spn
riyal.wav,riyal spn
savkima.wav,şavkıma ʃ a v k ɯ m a
munfail.wav,münfail spn
vala.wav,vala spn
hayat.wav,hayat spn
yakinen.wav,yakinen spn
baba.wav,baba b a b a
kameriye.wav,kameriye k a m e ɾ i j e
iptidai.wav,iptidai spn
nisan.wav,nişan spn
kavs_i.wav,kavs-i spn
mursidin.wav,mürşidin spn
kokainman.wav,kokainman spn
cezbe.wav,cezbe spn
sayia.wav,şayia spn
zoraki.wav,zoraki spn
sofistike.wav,sofistike spn
sefalet.wav,sefalet spn
makam.wav,makam m a k a m
nicin.wav,niçin spn
lonca.wav,lonca spn
murit.wav,mürit spn
halavet.wav,halavet spn
erkan.wav,erkân spn
teminat.wav,teminat spn
kuttab.wav,küttab spn
zonklamak.wav,zonklamak spn
terekat.wav,terekat spn
mihrak.wav,mihrak m i h ɾ aː k
mezbaha.wav,mezbaha spn
vagon.wav,vagon spn
sincabi.wav,sincabi spn
dubbuasgar.wav,dübbüasgar spn
tire.wav,tire spn
maluliyet.wav,maluliyet spn
herkes.wav,herkes spn
marifet.wav,marifet spn
indi.wav,indi spn
mutefekkirane.wav,mütefekkirane spn
nisviyet.wav,nisviyet spn
talepkar.wav,talepkâr spn
taklidi.wav,taklidî spn
irtica.wav,irtica spn
ibre.wav,ibre i b ɾ e
cumle.wav,cümle spn
sathiye.wav,şathiye spn
lebbeyk.wav,lebbeyk spn
terminal.wav,terminal spn
menfaatperest.wav,menfaatperest spn
serha.wav,şerha ʃ ɛ ɾ h aː
mumaileyh.wav,mumaileyh spn
iflahi.wav,iflahı spn
kadeh.wav,kadeh spn
legen.wav,leğen spn
brove.wav,bröve b ɾ œ v e
meczup.wav,meczup spn
fizyoterapi.wav,fizyoterapi spn
kompetan.wav,kompetan spn
nikelaj.wav,nikelaj spn
murselin.wav,mürselin spn
katre.wav,katre spn
esofman.wav,eşofman spn
hanende.wav,hanende spn
besamel.wav,beşamel spn
metastaz.wav,metastaz spn
paparazzi.wav,paparazzi spn
ekselans.wav,ekselans spn
muhteris.wav,muhteris spn
mustacelen.wav,müstacelen spn
tirabzan.wav,tırabzan spn
seksi.wav,seksi spn
fasizm.wav,faşizm spn
tasannu.wav,tasannu spn
istim.wav,istim spn
manend.wav,manend spn
yengi.wav,yengi spn
takas.wav,takas spn
hazan.wav,hazan spn
kirim.wav,kırım k ɯ ɾ ɯ m
kamil.wav,kâmil spn
hiyeroglif.wav,hiyeroglif spn
katalizor.wav,katalizör spn
viyolonsel.wav,viyolonsel spn
lutuf.wav,lütuf spn
muebbeden.wav,müebbeden spn
ispinoz.wav,ispinoz spn
devaluasyon.wav,devalüasyon spn
ebeveyn.wav,ebeveyn spn
zafer.wav,zafer spn
anarsizm.wav,anarşizm spn
tamamen.wav,tamamen spn
ufak.wav,ufak u f a k
iadeiziyaret.wav,iadeiziyaret spn
feza.wav,feza spn
mumkun.wav,mümkün spn
istirdat.wav,istirdat spn
kulustur.wav,külüstür spn
mutareke.wav,mütareke spn
taallukat.wav,taallukat spn
mefhum.wav,mefhum m e f h uː m
sara.wav,sara spn
eyer.wav,eyer e j ɛ ɾ
adil.wav,adil spn
kavis.wav,kavis spn
film.wav,film f i ɫ m
umit.wav,ümit spn
resmigecit.wav,resmigeçit spn
zeylen.wav,zeylen spn
ledun.wav,ledün spn
simali.wav,şimali spn
kiyas.wav,kıyas spn
dilfirib.wav,dilfirib spn
muskul.wav,müşkül spn
marpuc.wav,marpuç spn
sifre.wav,şifre ʃ i f ɾ e
elci.wav,elçi spn
taverna.wav,taverna spn
icma.wav,icma spn
tapsirmak.wav,tapşırmak spn
serdumen.wav,serdümen spn
halebi.wav,halebi spn
gabari.wav,gabari ɡ a b a ɾ i
kaput.wav,kaput spn
humor.wav,humor h u m o ɾ
camiz.wav,camız spn
na.wav,na spn
muzaffer.wav,muzaffer spn
karides.wav,karides spn
kazip.wav,kâzip spn
nigah.wav,nigah spn
vahi.wav,vahi v aː h iː
mutenevvi.wav,mütenevvi spn
bayii.wav,bayii b aː j i i
meret.wav,meret spn
onmak.wav,onmak spn
muasaka.wav,muaşaka spn
efsanevi.wav,efsanevi spn
kubur.wav,kubur k u b u ɾ
tensikat.wav,tensikat spn
def.wav,def spn
esbap.wav,esbap spn
tezgah.wav,tezgâh spn
cuhadar.wav,çuhadar spn
daim.wav,daim spn
sahabe.wav,sahabe spn
ihmal.wav,ihmal spn
takaddum.wav,takaddüm spn
istihkar.wav,istihkar spn
periskop.wav,periskop spn
mefruz.wav,mefruz spn
