audio_path,words,phonemes,timestamps
serare.wav,şerare,ʃ e ɾ aː ɾ e,"[(0.35, 0.48), (0.48, 0.6), (0.6, 0.61), (0.61, 0.86), (0.86, 0.87), (0.87, 1.05)]"
pir.wav,pir,p iː ɾ,"[(0.47, 0.55), (0.55, 0.71), (0.71, 0.93)]"
yave.wav,yave,j aː v e,"[(0.44, 0.56), (0.56, 0.8), (0.8, 0.81), (0.81, 1.01)]"
faras.wav,faraş,f a ɾ a ʃ,"[(0.38, 0.51), (0.51, 0.6), (0.6, 0.61), (0.61, 0.74), (0.74, 1.01)]"
revak.wav,revak,ɾ e v aː k,"[(0.49, 0.5), (0.5, 0.64), (0.64, 0.65), (0.65, 0.87), (0.87, 1.04)]"
hemsehri.wav,hemşehri,h e m ʃ e h ɾ i,"[(0.44, 0.5), (0.5, 0.59), (0.59, 0.66), (0.66, 0.79), (0.79, 0.96), (0.96, 0.97), (0.97, 0.98), (0.98, 1.3)]"
fukara.wav,fukara,f u k a ɾ aː,"[(0.4, 0.5), (0.5, 0.57), (0.57, 0.65), (0.65, 0.76), (0.76, 0.77), (0.77, 1.23)]"
imha.wav,imha,i m h aː,"[(0.47, 0.58), (0.58, 0.64), (0.64, 0.73), (0.73, 1.1)]"
balo.wav,balo,b a ɫ o,"[(0.4, 0.5), (0.5, 0.65), (0.65, 0.66), (0.66, 0.86)]"
uvey.wav,üvey,y v e j,"[(0.46, 0.59), (0.59, 0.6), (0.6, 0.65), (0.65, 0.9)]"
avare.wav,avare,aː v aː ɾ e,"[(0.44, 0.64), (0.64, 0.65), (0.65, 0.84), (0.84, 0.85), (0.85, 1.06)]"
va.wav,va,v aː h a j f aː,"[(0.45, 0.53), (0.53, 0.86), (0.86, 0.87), (0.87, 0.99), (0.99, 1.05), (1.05, 1.17), (1.17, 1.45)]"
im.wav,im,i m,"[(0.47, 0.63), (0.63, 0.95)]"
hurra.wav,hurra,h u ɾ ɾ aː,"[(0.41, 0.5), (0.5, 0.66), (0.66, 0.67), (0.67, 0.68), (0.68, 1.05)]"
ehibba.wav,ehibba,e h i b b aː,"[(0.48, 0.6), (0.6, 0.61), (0.61, 0.76), (0.76, 0.77), (0.77, 0.84), (0.84, 1.3)]"
kargir.wav,kârgir,c aː ɾ ɡ i ɾ,"[(0.49, 0.53), (0.53, 0.68), (0.68, 0.69), (0.69, 0.78), (0.78, 0.88), (0.88, 1.06)]"
yahsi.wav,yahşi,j a h ʃ iː,"[(0.45, 0.54), (0.54, 0.64), (0.64, 0.65), (0.65, 0.82), (0.82, 1.01)]"
hasiye.wav,haşiye,h aː ʃ i j e,"[(0.42, 0.51), (0.51, 0.67), (0.67, 0.82), (0.82, 0.85), (0.85, 0.95), (0.95, 1.19)]"
kargis.wav,kargış,k a ɾ ɡ ɯ ʃ,"[(0.46, 0.55), (0.55, 0.72), (0.72, 0.73), (0.73, 0.82), (0.82, 0.89), (0.89, 1.18)]"
ilmik.wav,ilmik,i ɫ m i k,"[(0.46, 0.64), (0.64, 0.65), (0.65, 0.74), (0.74, 0.87), (0.87, 1.12)]"
rebiyulahir.wav,rebiyülahir,ɾ ɛ b iː j y ɫ aː h i ɾ,"[(0.47, 0.48), (0.48, 0.68), (0.68, 0.69), (0.69, 0.73), (0.73, 0.87), (0.87, 1.03), (1.03, 1.06), (1.06, 1.09), (1.09, 1.41), (1.41, 1.53), (1.53, 1.75)]"
habip.wav,habip,h a b iː p,"[(0.4, 0.51), (0.51, 0.61), (0.61, 0.62), (0.62, 0.85), (0.85, 0.99)]"
ham.wav,ham,h a m,"[(0.45, 0.53), (0.53, 0.63), (0.63, 0.73)]"
ruh.wav,ruh,ɾ u h,"[(0.3, 0.31), (0.31, 0.49), (0.49, 0.5)]"
sar.wav,şar,ʃ aː ɾ,"[(0.31, 0.49), (0.49, 0.7), (0.7, 0.87)]"
ikrah.wav,ikrah,i k ɾ a h,"[(0.47, 0.58), (0.58, 0.66), (0.66, 0.67), (0.67, 0.9), (0.9, 1.12)]"
ifsa.wav,ifşa,i f ʃ aː,"[(0.47, 0.59), (0.59, 0.64), (0.64, 0.81), (0.81, 1.25)]"
layik.wav,layık,ɫ aː j ɯ k,"[(0.51, 0.66), (0.66, 0.72), (0.72, 0.8), (0.8, 0.89), (0.89, 1.05)]"
brosur.wav,broşür,b ɾ o ʃ y ɾ,"[(0.48, 0.49), (0.49, 0.5), (0.5, 0.67), (0.67, 0.79), (0.79, 0.88), (0.88, 1.08)]"
sua.wav,şua,ʃ u aː,"[(0.39, 0.56), (0.56, 0.7), (0.7, 1.01)]"
savkima.wav,şavkıma,ʃ a v k ɯ m a,"[(0.35, 0.49), (0.49, 0.65), (0.65, 0.66), (0.66, 0.76), (0.76, 0.82), (0.82, 0.88), (0.88, 1.09)]"
baba.wav,baba,b a b a,"[(0.13, 0.23), (0.23, 0.39), (0.39, 0.4), (0.4, 0.62)]"
kameriye.wav,kameriye,k a m e ɾ i j e,"[(0.46, 0.54), (0.54, 0.61), (0.61, 0.67), (0.67, 0.79), (0.79, 0.8), (0.8, 0.92), (0.92, 0.99), (0.99, 1.21)]"
makam.wav,makam,m a k a m,"[(0.6, 0.69), (0.69, 0.8), (0.8, 0.87), (0.87, 1.01), (1.01, 1.15)]"
mihrak.wav,mihrak,m i h ɾ aː k,"[(0.43, 0.48), (0.48, 0.67), (0.67, 0.68), (0.68, 0.69), (0.69, 0.92), (0.92, 1.16)]"
ibre.wav,ibre,i b ɾ e,"[(0.46, 0.67), (0.67, 0.68), (0.68, 0.69), (0.69, 1.05)]"
serha.wav,şerha,ʃ ɛ ɾ h aː,"[(0.39, 0.55), (0.55, 0.7), (0.7, 0.71), (0.71, 0.81), (0.81, 1.1)]"
brove.wav,bröve,b ɾ œ v e,"[(0.46, 0.52), (0.52, 0.75), (0.75, 0.76), (0.76, 0.77), (0.77, 0.9)]"
kirim.wav,kırım,k ɯ ɾ ɯ m,"[(0.45, 0.56), (0.56, 0.63), (0.63, 0.64), (0.64, 0.79), (0.79, 0.98)]"
ufak.wav,ufak,u f a k,"[(0.48, 0.55), (0.55, 0.66), (0.66, 0.88), (0.88, 1.05)]"
mefhum.wav,mefhum,m e f h uː m,"[(0.45, 0.53), (0.53, 0.63), (0.63, 0.67), (0.67, 0.75), (0.75, 0.9), (0.9, 1.08)]"
eyer.wav,eyer,e j ɛ ɾ,"[(0.47, 0.55), (0.55, 0.63), (0.63, 0.8), (0.8, 1.01)]"
film.wav,film,f i ɫ m,"[(0.8, 0.91), (0.91, 1.03), (1.03, 1.04), (1.04, 1.16)]"
sifre.wav,şifre,ʃ i f ɾ e,"[(0.35, 0.5), (0.5, 0.57), (0.57, 0.7), (0.7, 0.71), (0.71, 0.91)]"
gabari.wav,gabari,ɡ a b a ɾ i,"[(0.46, 0.52), (0.52, 0.63), (0.63, 0.64), (0.64, 0.76), (0.76, 0.77), (0.77, 0.93)]"
humor.wav,humor,h u m o ɾ,"[(0.4, 0.5), (0.5, 0.58), (0.58, 0.63), (0.63, 0.87), (0.87, 1.0)]"
vahi.wav,vahi,v aː h iː,"[(0.49, 0.59), (0.59, 0.81), (0.81, 1.01), (1.01, 1.13)]"
bayii.wav,bayii,b aː j i i,"[(0.45, 0.49), (0.49, 0.67), (0.67, 0.89), (0.89, 0.92), (0.92, 0.98)]"
kubur.wav,kubur,k u b u ɾ,"[(0.43, 0.5), (0.5, 0.61), (0.61, 0.62), (0.62, 0.8), (0.8, 0.93)]"
biyografi.wav,biyografi,b i j o ɡ ɾ a f i,"[(0.45, 0.5), (0.5, 0.54), (0.54, 0.6), (0.6, 0.7), (0.7, 0.75), (0.75, 0.76), (0.76, 0.85), (0.85, 0.94), (0.94, 1.09)]"
egik.wav,eğik,e j i k,"[(0.48, 0.55), (0.55, 0.69), (0.69, 0.75), (0.75, 0.94)]"
menfi.wav,menfi,m e ŋ f iː,"[(0.38, 0.46), (0.46, 0.51), (0.51, 0.62), (0.62, 0.75), (0.75, 1.03)]"
maseri.wav,maşeri,m aː ʃ e ɾ iː,"[(0.46, 0.54), (0.54, 0.69), (0.69, 0.82), (0.82, 0.92), (0.92, 0.93), (0.93, 1.22)]"
vallahi.wav,vallahi,v a ɫ ɫ aː h i,"[(0.45, 0.5), (0.5, 0.67), (0.67, 0.68), (0.68, 0.69), (0.69, 0.89), (0.89, 0.95), (0.95, 1.08)]"
fikri.wav,fikri,f i k ɾ i,"[(0.08, 0.22), (0.22, 0.28), (0.28, 0.39), (0.39, 0.4), (0.4, 0.57)]"
kolye.wav,kolye,c oː ɫ j e,"[(0.46, 0.57), (0.57, 0.69), (0.69, 0.7), (0.7, 0.82), (0.82, 0.95)]"
masuka.wav,maşuka,m aː ʃ uː k a,"[(0.46, 0.52), (0.52, 0.7), (0.7, 0.82), (0.82, 0.97), (0.97, 1.06), (1.06, 1.38)]"
maarif.wav,maarif,m aː ɾ i f,"[(0.46, 0.54), (0.54, 0.79), (0.79, 0.8), (0.8, 0.9), (0.9, 1.08)]"
mukarri.wav,mukarri,m u k a ɾ ɾ i,"[(0.44, 0.5), (0.5, 0.57), (0.57, 0.65), (0.65, 0.82), (0.82, 0.85), (0.85, 0.86), (0.86, 1.11)]"
seyh.wav,şeyh,ʃ e j h,"[(0.32, 0.48), (0.48, 0.52), (0.52, 0.7), (0.7, 0.71)]"
hayhuy.wav,hayhuy,h a j h u j,"[(0.36, 0.51), (0.51, 0.62), (0.62, 0.67), (0.67, 0.79), (0.79, 0.95), (0.95, 1.07)]"
kahir.wav,kahır,k a h ɾ,"[(0.46, 0.54), (0.54, 0.71), (0.71, 1.48), (1.48, 1.51)]"
eger.wav,eğer,e j ɛ ɾ,"[(0.48, 0.54), (0.54, 0.65), (0.65, 0.78), (0.78, 0.98)]"
haham.wav,haham,h a h a m,"[(0.4, 0.51), (0.51, 0.63), (0.63, 0.64), (0.64, 0.79), (0.79, 1.06)]"
hiyerarsik.wav,hiyerarşik,h i j e ɾ a ɾ ʃ i k,"[(0.48, 0.49), (0.49, 0.54), (0.54, 0.61), (0.61, 0.71), (0.71, 0.72), (0.72, 0.85), (0.85, 0.86), (0.86, 1.01), (1.01, 1.08), (1.08, 1.29)]"
habbe.wav,habbe,h a b b e,"[(0.19, 0.33), (0.33, 0.48), (0.48, 0.49), (0.49, 0.5), (0.5, 0.69)]"
ig.wav,iğ,i j,"[(0.47, 0.53), (0.53, 0.85)]"
buy.wav,buy,b uː j,"[(0.47, 0.72), (0.72, 0.8), (0.8, 0.91)]"
serir.wav,şerir,ʃ e ɾ iː ɾ,"[(0.34, 0.49), (0.49, 0.64), (0.64, 0.65), (0.65, 0.86), (0.86, 1.05)]"
fayrap.wav,fayrap,f a j ɾ a p,"[(0.38, 0.5), (0.5, 0.6), (0.6, 0.66), (0.66, 0.74), (0.74, 0.84), (0.84, 0.96)]"
ulam.wav,ulam,u ɫ a m,"[(0.36, 0.51), (0.51, 0.52), (0.52, 0.67), (0.67, 0.84)]"
hippi.wav,hippi,h i p p i,"[(0.5, 0.52), (0.52, 0.69), (0.69, 0.72), (0.72, 0.76), (0.76, 0.99)]"
kefere.wav,kefere,c e f e ɾ e,"[(0.41, 0.5), (0.5, 0.6), (0.6, 0.67), (0.67, 0.79), (0.79, 0.8), (0.8, 1.09)]"
ekabir.wav,ekabir,e k aː b i ɾ,"[(0.49, 0.62), (0.62, 0.7), (0.7, 0.91), (0.91, 0.92), (0.92, 1.03), (1.03, 1.2)]"
kablo.wav,kablo,k a b ɫ o,"[(0.45, 0.54), (0.54, 0.71), (0.71, 0.72), (0.72, 0.73), (0.73, 0.94)]"
mulhem.wav,mülhem,m y ɫ h ɛ m,"[(0.56, 0.64), (0.64, 0.8), (0.8, 0.82), (0.82, 0.83), (0.83, 1.02), (1.02, 1.17)]"
ekuri.wav,eküri,e c y ɾ i,"[(0.49, 0.61), (0.61, 0.7), (0.7, 0.77), (0.77, 0.78), (0.78, 1.04)]"
kurabiye.wav,kurabiye,k u ɾ aː b i j e,"[(0.44, 0.53), (0.53, 0.6), (0.6, 0.61), (0.61, 0.83), (0.83, 0.84), (0.84, 0.89), (0.89, 1.0), (1.0, 1.21)]"
hokka.wav,hokka,h o k k a,"[(0.27, 0.33), (0.33, 0.4), (0.4, 0.54), (0.54, 0.6), (0.6, 0.8)]"
mulki.wav,mülki,m y ɫ c iː,"[(0.44, 0.52), (0.52, 0.66), (0.66, 0.67), (0.67, 0.81), (0.81, 1.06)]"
muhabir.wav,muhabir,m u h aː b i ɾ,"[(0.44, 0.49), (0.49, 0.65), (0.65, 0.66), (0.66, 0.79), (0.79, 0.8), (0.8, 0.93), (0.93, 1.14)]"
harakiri.wav,harakiri,h a ɾ a c i ɾ i,"[(0.37, 0.52), (0.52, 0.61), (0.61, 0.62), (0.62, 0.73), (0.73, 0.85), (0.85, 0.93), (0.93, 0.94), (0.94, 1.14)]"
bahsis.wav,bahşiş,b a h ʃ i ʃ,"[(0.45, 0.49), (0.49, 0.64), (0.64, 0.65), (0.65, 0.79), (0.79, 0.87), (0.87, 1.09)]"
gravur.wav,gravür,ɡ ɯ ɾ a v y ɾ,"[(0.47, 0.56), (0.56, 0.63), (0.63, 0.64), (0.64, 0.77), (0.77, 0.78), (0.78, 0.94), (0.94, 1.12)]"
filhakika.wav,filhakika,f i ɫ h a c iː k a,"[(0.33, 0.5), (0.5, 0.58), (0.58, 0.59), (0.59, 0.68), (0.68, 0.79), (0.79, 0.86), (0.86, 0.98), (0.98, 1.06), (1.06, 1.33)]"
bohem.wav,bohem,b o h ɛ m,"[(0.5, 0.59), (0.59, 0.79), (0.79, 0.8), (0.8, 0.9), (0.9, 1.08)]"
malum.wav,malum,m aː ɫ uː m,"[(0.22, 0.32), (0.32, 0.55), (0.55, 0.56), (0.56, 0.65), (0.65, 0.87)]"
gaye.wav,gaye,ɡ aː j e,"[(0.58, 0.65), (0.65, 0.83), (0.83, 1.01), (1.01, 1.15)]"
baglam.wav,bağlam,b aː ɫ a m,"[(0.17, 0.26), (0.26, 0.52), (0.52, 0.53), (0.53, 0.66), (0.66, 0.81)]"
halayik.wav,halayık,h a ɫ a j ɯ k,"[(0.39, 0.51), (0.51, 0.61), (0.61, 0.62), (0.62, 0.74), (0.74, 0.8), (0.8, 0.86), (0.86, 1.04)]"
kalp.wav,kalp,k a ɫ p,"[(0.16, 0.24), (0.24, 0.28), (0.28, 0.52), (0.52, 0.55)]"
serh.wav,şerh,ʃ ɛ ɾ h,"[(0.24, 0.44), (0.44, 0.59), (0.59, 0.6), (0.6, 0.61)]"
yivisik.wav,yıvışık,j ɯ v ɯ ʃ ɯ k,"[(0.45, 0.53), (0.53, 0.59), (0.59, 0.6), (0.6, 0.69), (0.69, 0.82), (0.82, 0.91), (0.91, 1.13)]"
karabiber.wav,karabiber,k a ɾ a b i b ɛ ɾ,"[(0.46, 0.54), (0.54, 0.63), (0.63, 0.64), (0.64, 0.78), (0.78, 0.79), (0.79, 0.91), (0.91, 0.92), (0.92, 0.97), (0.97, 1.2)]"
makrome.wav,makrome,m a k ɾ o m e,"[(0.46, 0.52), (0.52, 0.63), (0.63, 0.72), (0.72, 0.73), (0.73, 0.85), (0.85, 0.9), (0.9, 1.07)]"
miri.wav,mirî,m iː ɾ iː,"[(0.47, 0.54), (0.54, 0.76), (0.76, 0.77), (0.77, 1.05)]"
kisla.wav,kışla,k ɯ ʃ ɫ a m a k,"[(0.46, 0.55), (0.55, 0.6), (0.6, 0.75), (0.75, 0.76), (0.76, 0.88), (0.88, 0.92), (0.92, 1.07), (1.07, 1.26)]"
hakayik.wav,hakayık,h a k aː j ɯ k,"[(0.42, 0.5), (0.5, 0.6), (0.6, 0.68), (0.68, 0.84), (0.84, 0.94), (0.94, 1.0), (1.0, 1.19)]"
kuvve.wav,kuvve,k u v v e,"[(0.42, 0.51), (0.51, 0.68), (0.68, 0.69), (0.69, 0.7), (0.7, 0.99)]"
haybe.wav,haybe,h a j b e,"[(0.41, 0.5), (0.5, 0.59), (0.59, 0.69), (0.69, 0.7), (0.7, 1.03)]"
sesyek.wav,şeşyek,ʃ e ʃ j e k,"[(0.37, 0.5), (0.5, 0.61), (0.61, 0.73), (0.73, 0.79), (0.79, 0.87), (0.87, 1.05)]"
kebire.wav,kebire,c e b iː ɾ e,"[(0.44, 0.54), (0.54, 0.67), (0.67, 0.68), (0.68, 0.91), (0.91, 0.92), (0.92, 1.23)]"
ablak.wav,ablak,a b ɫ a k,"[(0.15, 0.34), (0.34, 0.35), (0.35, 0.36), (0.36, 0.52), (0.52, 0.72)]"
harem.wav,harem,h a ɾ e m,"[(0.32, 0.41), (0.41, 0.5), (0.5, 0.51), (0.51, 0.61), (0.61, 0.7)]"
akvaryum.wav,akvaryum,a k v a ɾ j u m,"[(0.48, 0.61), (0.61, 0.68), (0.68, 0.69), (0.69, 0.84), (0.84, 0.85), (0.85, 0.91), (0.91, 0.98), (0.98, 1.13)]"
merhem.wav,merhem,m ɛ ɾ h ɛ m,"[(0.74, 0.83), (0.83, 0.98), (0.98, 0.99), (0.99, 1.0), (1.0, 1.18), (1.18, 1.34)]"
mukerrir.wav,mükerrir,m y c e ɾ ɾ i ɾ,"[(0.44, 0.48), (0.48, 0.55), (0.55, 0.64), (0.64, 0.79), (0.79, 0.83), (0.83, 0.84), (0.84, 1.01), (1.01, 1.21)]"
fikir.wav,fikir,f i c i ɾ,"[(0.48, 0.58), (0.58, 0.62), (0.62, 0.73), (0.73, 0.82), (0.82, 0.99)]"
var.wav,var,v a ɾ a k,"[(0.49, 0.56), (0.56, 0.68), (0.68, 0.69), (0.69, 0.8), (0.8, 1.1)]"
gayri.wav,gayrı,ɡ a j ɾ ɯ,"[(0.47, 0.51), (0.51, 0.62), (0.62, 0.87), (0.87, 0.88), (0.88, 0.91)]"
garpli.wav,garplı,ɡ a ɾ p ɫ ɯ,"[(0.47, 0.56), (0.56, 0.69), (0.69, 0.77), (0.77, 0.85), (0.85, 0.86), (0.86, 1.16)]"
esek.wav,eşek,ɛ ʃ ɛ k,"[(0.48, 0.59), (0.59, 0.71), (0.71, 0.81), (0.81, 1.04)]"
kimya.wav,kimya,c i m j aː,"[(0.43, 0.53), (0.53, 0.58), (0.58, 0.62), (0.62, 0.73), (0.73, 1.01)]"
ussak.wav,uşşak,u ʃ ʃ a k,"[(0.43, 0.53), (0.53, 0.6), (0.6, 0.74), (0.74, 0.91), (0.91, 1.11)]"
mubesser.wav,mübeşşer,m y b ɛ ʃ ʃ ɛ ɾ,"[(0.4, 0.45), (0.45, 0.58), (0.58, 0.59), (0.59, 0.7), (0.7, 0.75), (0.75, 0.85), (0.85, 1.01), (1.01, 1.26)]"
guveyi.wav,güveyi,ɡ y v e j i,"[(0.46, 0.58), (0.58, 0.69), (0.69, 0.7), (0.7, 0.75), (0.75, 0.93), (0.93, 1.06)]"
mamure.wav,mamure,m aː m uː ɾ e,"[(0.46, 0.55), (0.55, 0.75), (0.75, 0.91), (0.91, 1.03), (1.03, 1.04), (1.04, 1.24)]"
pa.wav,pa,p aː,"[(0.33, 0.44), (0.44, 0.68)]"
mukrim.wav,mükrim,m y k ɾ i m,"[(0.45, 0.49), (0.49, 0.58), (0.58, 0.71), (0.71, 0.72), (0.72, 0.86), (0.86, 0.99)]"
emir.wav,emir,ɛ m i ɾ,"[(0.27, 0.38), (0.38, 0.44), (0.44, 0.55), (0.55, 0.81)]"
mermer.wav,mermer,m ɛ ɾ m ɛ ɾ,"[(0.45, 0.53), (0.53, 0.65), (0.65, 0.7), (0.7, 0.76), (0.76, 0.93), (0.93, 1.11)]"
ah.wav,ah,aː h,"[(0.76, 1.29), (1.29, 1.3)]"
yagis.wav,yağış,j aː ʃ,"[(0.44, 0.56), (0.56, 0.74), (0.74, 0.96)]"
jakar.wav,jakar,ʒ a k a ɾ,"[(0.47, 0.61), (0.61, 0.72), (0.72, 0.8), (0.8, 0.95), (0.95, 1.14)]"
har.wav,har,h aː ɾ,"[(0.4, 0.5), (0.5, 0.66), (0.66, 0.88)]"
akik.wav,akik,a c iː k,"[(0.48, 0.6), (0.6, 0.71), (0.71, 0.85), (0.85, 1.02)]"
kuva.wav,kuvâ,k u v aː,"[(0.42, 0.5), (0.5, 0.6), (0.6, 0.61), (0.61, 0.98)]"
reybi.wav,reybî,ɾ e j b iː,"[(0.47, 0.48), (0.48, 0.61), (0.61, 0.79), (0.79, 0.8), (0.8, 1.06)]"
kurye.wav,kurye,k u ɾ j e,"[(0.41, 0.5), (0.5, 0.62), (0.62, 0.63), (0.63, 0.75), (0.75, 1.05)]"
rehber.wav,rehber,ɾ e h b ɛ ɾ,"[(0.21, 0.22), (0.22, 0.41), (0.41, 0.42), (0.42, 0.43), (0.43, 0.51), (0.51, 0.78)]"
