word_ipa,subword_ipas,audio_file,vowel_ipas,word,subword_string
esnaf,"es,naf",esnaf.wav,"e,a",esnaf,"es,naf"
etfɑːl,"et,fɑːl",etfal.wav,"e,ɑ",etfal,"et,fal"
evkaːf,"ev,kaːf",evkaf.wav,"e,a",evkaf,"ev,kaf"
evsaːf,"ev,saːf",evsaf.wav,"e,a",evsaf,"ev,saf"
evvɛlemiɾde,"ev,vɛ,le,miɾ,de",evvelemirde.wav,"e,ɛ,e,i,e",evvelemirde,"ev,ve,le,mir,de"
ezd͡ʒymle,"ez,d͡ʒym,le",ezcumle.wav,"e,y,e",ezcümle,"ez,cüm,le"
faːɾiː,"faː,ɾiː",farig.wav,"a,i",fariğ,"fa,riğ"
faɾz,faɾz,farz.wav,a,farz,farz
feɾaː,"fe,ɾaː",ferag.wav,"e,a",ferağ,"fe,rağ"
fesih,"fe,sih",fesih.wav,"e,i",fesih,"fe,sih"
fetɾet,"fet,ɾet",fetret.wav,"e,e",fetret,"fet,ret"
fevk,fevk,fevk.wav,e,fevk,fevk
fiɫhaciːka,"fiɫ,ha,ciː,ka",filhakika.wav,"i,a,i,a",filhakika,"fil,ha,ki,ka"
fɯɾka,"fɯɾ,ka",firka.wav,"ɯ,a",fırka,"fır,ka"
ɡaːip,"ɡa,ːip",gaip.wav,"a,i",gaip,"ga,ip"
ɡaɾaz,"ɡa,ɾaz",garaz.wav,"a,a",garaz,"ga,raz"
ɡaɾp,ɡaɾp,garp.wav,a,garp,garp
ɡasp,ɡasp,gasp.wav,a,gasp,gasp
ɡajbuːbet,"ɡaj,buː,bet",gaybubet.wav,"a,u,e",gaybubet,"gay,bu,bet"
ɡajɾimencuːːl,"ɡaj,ɾi,men,cuːːl",gayrimenkul.wav,"a,i,e,u",gayrimenkul,"gay,ri,men,kul"
ɡɛɾt͡ʃi,"ɡɛɾ,t͡ʃi",gerci.wav,"ɛ,i",gerçi,"ger,çi"
ɡiɾift,"ɡi,ɾift",girift.wav,"i,i",girift,"gi,rift"
haːd͡ʒet,"haː,d͡ʒet",hacet.wav,"a,e",hacet,"ha,cet"
had͡ʒiz,"ha,d͡ʒiz",haciz.wav,"a,i",haciz,"ha,ciz"
hafɾijat,"haf,ɾi,jat",hafriyat.wav,"a,i,a",hafriyat,"haf,ri,yat"
haːil,"ha,ːil",hail.wav,"a,i",hail,"ha,il"
haːiz,"ha,ːiz",haiz.wav,"a,i",haiz,"ha,iz"
hak,hak,hak.wav,a,hak,hak
hakkaːnijet,"hak,kaː,ni,jet",hakkaniyet.wav,"a,a,i,e",hakkaniyet,"hak,ka,ni,yet"
halel,"ha,lel",halel.wav,"a,e",halel,"ha,lel"
haliːta,"ha,liː,ta",halita.wav,"a,i,a",halita,"ha,li,ta"
haɾnup,"haɾ,nup",harnup.wav,"a,u",harnup,"har,nup"
has,has,has.wav,a,has,has
hasebijle,"ha,se,bij,le",hasebiyle.wav,"a,e,i,e",hasebiyle,"ha,se,biy,le"
havaːle,"ha,vaː,le",havale.wav,"a,a,e",havale,"ha,va,le"
haziːne,"ha,ziː,ne",hazine.wav,"a,i,e",hazine,"ha,zi,ne"
hibe,"hi,be",hibe.wav,"i,e",hibe,"hi,be"
hiɫcɑt,"hiɫ,cɑt",hilkat.wav,"i,ɑ",hilkat,"hil,kat"
himaːje,"hi,maː,je",himaye.wav,"i,a,e",himaye,"hi,ma,ye"
hyd͡ʒd͡ʒet,"hyd͡ʒ,d͡ʒet",huccet.wav,"y,e",hüccet,"hüc,cet"
hysnynijet,"hys,ny,ni,jet",husnuniyet.wav,"y,y,i,e",hüsnüniyet,"hüs,nü,ni,yet"
kaːbil,"kaː,bil",kabil.wav,"a,i",kabil,"ka,bil"
kab,kab,kabz.wav,a,kabz,kabz
kadastɾo,"ka,dast,ɾo",kadastro.wav,"a,a,o",kadastro,"ka,dast,ro"
cɑːfiː,"cɑː,fiː",kafi.wav,"ɑ,i",kâfi,kâfi
kaːide,"ka,ːi,de",kaide.wav,"a,i,e",kaide,"ka,i,de"
kaːim,"ka,ːim",kaim.wav,"a,i",kaim,"ka,im"
kaːime,"ka,ːi,me",kaime.wav,"a,i,e",kaime,"ka,i,me"
kaːnun,"kaː,nun",kanun.wav,"a,u",kanun,"ka,nun"
kaɾaːbet,"ka,ɾaː,bet",karabet.wav,"a,a,e",karabet,"ka,ra,bet"
kaɾje,"kaɾ,je",karye.wav,"a,e",karye,"kar,ye"
kast,kast,kast.wav,a,kast,kast
kaviː,"ka,viː",kavi.wav,"a,i",kavi,"ka,vi"
cefaːlet,"ce,faː,let",kefalet.wav,"e,a,e",kefalet,"ke,fa,let"
cɛɾhɛn,"cɛɾ,hɛn",kerhen.wav,"ɛ,ɛ",kerhen,"ker,hen"
cejfijet,"cej,fi,jet",keyfiyet.wav,"e,i,e",keyfiyet,"key,fi,yet"
cyɫfet,"cyɫ,fet",kulfet.wav,"y,e",külfet,"kül,fet"
kusuɾ,"ku,suɾ",kusur.wav,"u,u",küsur,"kü,sur"
cytyb,"cy,tyb",kutub.wav,"y,y",kütüb,"kü,tüb"
lɑːacaːl,"lɑ,ːa,caːl",laakal.wav,"ɑ,a,a",laakal,"la,a,kal"
lɑːjiha,"lɑː,ji,ha",layiha.wav,"ɑ,i,a",layiha,"la,yi,ha"
loːkavt,"loː,kavt",lokavt.wav,"o,a",lokavt,"lo,kavt"
maːfevk,"maː,fevk",mafevk.wav,"a,e",mafevk,"ma,fevk"
mahdut,"mah,dut",mahdut.wav,"a,u",mahdut,"mah,dut"
mahfuz,"mah,fuz",mahfuz.wav,"a,u",mahfuz,"mah,fuz"
maːhijet,"maː,hi,jet",mahiyet.wav,"a,i,e",mahiyet,"ma,hi,yet"
mahɾum,"mah,ɾum",mahrum.wav,"a,u",mahrum,"mah,rum"
mahsup,"mah,sup",mahsup.wav,"a,u",mahsup,"mah,sup"
mahsus,"mah,sus",mahsus.wav,"a,u",mahsus,"mah,sus"
maktuː,"mak,tuː",maktu.wav,"a,u",maktu,"mak,tu"
makuːle,"ma,kuː,le",makule.wav,"a,u,e",makule,"ma,ku,le"
maːlik,"maː,lik",malik.wav,"a,i",malik,"ma,lik"
maːmelek,"maː,me,lek",mamelek.wav,"a,e,e",mamelek,"ma,me,lek"
maːɾuz,"maː,ɾuz",maruz.wav,"a,u",maruz,"ma,ruz"
masaːɾif,"ma,saː,ɾif",masarif.wav,"a,a,i",masarif,"ma,sa,rif"
masɫahat,"mas,ɫa,hat",maslahat.wav,"a,a,a",maslahat,"mas,la,hat"
matbuː,"mat,buː",matbu.wav,"a,u",matbu,"mat,bu"
matɾah,"mat,ɾah",matrah.wav,"a,a",matrah,"mat,rah"
maːtuf,"maː,tuf",matuf.wav,"a,u",matuf,"ma,tuf"
mazaɾɾat,"ma,zaɾ,ɾat",mazarrat.wav,"a,a,a",mazarrat,"ma,zar,rat"
mazbata,"maz,ba,ta",mazbata.wav,"a,a,a",mazbata,"maz,ba,ta"
mazhaɾ,"maz,haɾ",mazhar.wav,"a,a",mazhar,"maz,har"
maznuːn,"maz,nuːn",maznun.wav,"a,u",maznun,"maz,nun"
mebde,"meb,de",mebde.wav,"e,e",mebde,"meb,de"
met͡ʃhuːːl,"met͡ʃ,huːːl",mechul.wav,"e,u",meçhul,"meç,hul"
med͡ʒɾaː,"med͡ʒ,ɾaː",mecra.wav,"e,a",mecra,"mec,ra"
medaːɾ,"me,daːɾ",medar.wav,"e,a",medar,"me,dar"
mefɾuːʃaːt,"mef,ɾuː,ʃaːt",mefrusat.wav,"e,u,a",mefruşat,"mef,ru,şat"
mehil,"me,hil",mehil.wav,"e,i",mehil,"me,hil"
mɛɫhuːz,"mɛɫ,huːz",melhuz.wav,"ɛ,u",melhuz,"mel,huz"
memaːlik,"me,maː,lik",memalik.wav,"e,a,i",memalik,"me,ma,lik"
memnuː,"mem,nuː",memnu.wav,"e,u",memnu,"mem,nu"
meːmuɾ,"meː,muɾ",memur.wav,"e,u",memur,"me,mur"
mɛn,mɛn,men.wav,ɛ,men,men
mencuːl,"men,cuːl",menkul.wav,"e,u",menkul,"men,kul"
meŋʃeː,"meŋ,ʃeː",mense.wav,"e,e",menşe,"men,şe"
meɾa,"me,ɾa",mera.wav,"e,a",mera,"me,ra"
mɛɾbut,"mɛɾ,but",merbut.wav,"ɛ,u",merbut,"mer,but"
meskuːn,"mes,kuːn",meskun.wav,"e,u",meskûn,meskûn
mesmuː,"mes,muː",mesmu.wav,"e,u",mesmu,"mes,mu"
meʃɾuːt,"meʃ,ɾuːt",mesrut.wav,"e,u",meşrut,"meş,rut"
mɛsuːːl,"mɛ,suːːl",mesul.wav,"ɛ,u",mesul,"me,sul"
mevkuːf,"mev,kuːf",mevkuf.wav,"e,u",mevkuf,"mev,kuf"
mezcuːːɾ,"mez,cuːːɾ",mezkur.wav,"e,u",mezkûr,mezkûr
meːzun,"meː,zun",mezun.wav,"e,u",mezun,"me,zun"
minvɑːl,"min,vɑːl",minval.wav,"i,ɑ",minval,"min,val"
muad͡ʒd͡ʒɛl,"mu,ad͡ʒ,d͡ʒɛl",muaccel.wav,"u,a,ɛ",muaccel,"mu,ac,cel"
muaːdil,"mu,aː,dil",muadil.wav,"u,a,i",muadil,"mu,a,dil"
muaːfijet,"mu,aː,fi,jet",muafiyet.wav,"u,a,i,e",muafiyet,"mu,a,fi,yet"
muahhaːɾ,"mu,ah,haːɾ",muahhar.wav,"u,a,a",muahhar,"mu,ah,har"
muaɫlɑk,"mu,aɫ,lɑk",muallak.wav,"u,a,ɑ",muallak,"mu,al,lak"
muaːmɛlɑːt,"mu,aː,mɛ,lɑːt",muamelat.wav,"u,a,ɛ,ɑ",muamelat,"mu,a,me,lat"
muaːvin,"mu,aː,vin",muavin.wav,"u,a,i",muavin,"mu,a,vin"
muajjɛn,"mu,aj,jɛn",muayyen.wav,"u,a,ɛ",muayyen,"mu,ay,yen"
mybaːjaa,"my,baː,ja,a",mubayaa.wav,"y,a,a,a",mübayaa,"mü,ba,ya,a"
mybejjin,"my,bej,jin",mubeyyin.wav,"y,e,i",mübeyyin,"mü,bey,yin"
myd͡ʒbiɾ,"myd͡ʒ,biɾ",mucbir.wav,"y,i",mücbir,"müc,bir"
muːd͡ʒibind͡ʒe,"muː,d͡ʒi,bin,d͡ʒe",mucibince.wav,"u,i,i,e",mucibince,"mu,ci,bin,ce"
muːd͡ʒip,"muː,d͡ʒip",mucip.wav,"u,i",mucip,"mu,cip"
myd͡ʒmɛl,"myd͡ʒ,mɛl",mucmel.wav,"y,ɛ",mücmel,"müc,mel"
mydaːfiː,"my,daː,fiː",mudafi.wav,"y,a,i",müdafi,"mü,da,fi"
myddeaː,"myd,de,aː",muddea.wav,"y,e,a",müddea,"müd,de,a"
myddɛiː,"myd,dɛ,iː",muddei.wav,"y,ɛ,i",müddei,"müd,de,i"
myebbet,"my,eb,bet",muebbet.wav,"y,e,e",müebbet,"mü,eb,bet"
myed͡ʒd͡ʒɛl,"my,ed͡ʒ,d͡ʒɛl",mueccel.wav,"y,e,ɛ",müeccel,"mü,ec,cel"
myesses,"my,es,ses",muesses.wav,"y,e,e",müesses,"mü,es,ses"
myessiɾ,"my,es,siɾ",muessir.wav,"y,e,i",müessir,"mü,es,sir"
myejjide,"my,ej,ji,de",mueyyide.wav,"y,e,i,e",müeyyide,"mü,ey,yi,de"
myflis,"myf,lis",muflis.wav,"y,i",müflis,"müf,lis"
muɡaːjiɾ,"mu,ɡaː,jiɾ",mugayir.wav,"u,a,i",mugayir,"mu,ga,yir"
muhaːceme,"mu,haː,ce,me",muhakeme.wav,"u,a,e,e",muhakeme,"mu,ha,ke,me"
muhammɛn,"mu,ham,mɛn",muhammen.wav,"u,a,ɛ",muhammen,"mu,ham,men"
muhaɾɾɛɾ,"mu,haɾ,ɾɛɾ",muharrer.wav,"u,a,ɛ",muharrer,"mu,har,rer"
muhaːtaɾa,"mu,haː,ta,ɾa",muhatara.wav,"u,a,a,a",muhatara,"mu,ha,ta,ra"
muhik,"mu,hik",muhik.wav,"u,i",muhik,"mu,hik"
muhtaɾ,"muh,taɾ",muhtar.wav,"u,a",muhtar,"muh,tar"
muhtelif,"muh,te,lif",muhtelif.wav,"u,e,i",muhtelif,"muh,te,lif"
myhyɾ,"my,hyɾ",muhur.wav,"y,y",mühür,"mü,hür"
mukaːbil,"mu,kaː,bil",mukabil.wav,"u,a,i",mukabil,"mu,ka,bil"
mukaddɛm,"mu,kad,dɛm",mukaddem.wav,"u,a,ɛ",mukaddem,"mu,kad,dem"
mukaddeɾaːt,"mu,kad,de,ɾaːt",mukadderat.wav,"u,a,e,a",mukadderat,"mu,kad,de,rat"
mukaɾɾɛɾ,"mu,kaɾ,ɾɛɾ",mukarrer.wav,"u,a,ɛ",mukarrer,"mu,kar,rer"
mukaɾɾeɾaːt,"mu,kaɾ,ɾe,ɾaːt",mukarrerat.wav,"u,a,e,a",mukarrerat,"mu,kar,re,rat"
mukaːtaaː,"mu,kaː,ta,aː",mukataa.wav,"u,a,a,a",mukataa,"mu,ka,ta,a"
mukaːvele,"mu,kaː,ve,le",mukavele.wav,"u,a,e,e",mukavele,"mu,ka,ve,le"
mukajjet,"mu,kaj,jet",mukayyet.wav,"u,a,e",mukayyet,"mu,kay,yet"
myceɫlef,"my,ceɫ,lef",mukellef.wav,"y,e,e",mükellef,"mü,kel,lef"
myktesip,"myk,te,sip",muktesip.wav,"y,e,i",müktesip,"mük,te,sip"
myɫciː,"myɫ,ciː",mulki.wav,"y,i",mülki,"mül,ki"
mymaːsil,"my,maː,sil",mumasil.wav,"y,a,i",mümasil,"mü,ma,sil"
mymessil,"my,mes,sil",mumessil.wav,"y,e,i",mümessil,"mü,mes,sil"
mymejjiz,"my,mej,jiz",mumeyyiz.wav,"y,e,i",mümeyyiz,"mü,mey,yiz"
mymteniː,"mym,te,niː",mumteni.wav,"y,e,i",mümteni,"müm,te,ni"
mynd͡ʒɛɾ,"myn,d͡ʒɛɾ",muncer.wav,"y,ɛ",müncer,"mün,cer"
myndeɾed͡ʒaːt,"myn,de,ɾe,d͡ʒaːt",munderecat.wav,"y,e,e,a",münderecat,"mün,de,re,cat"
mynfeɾiden,"myn,fe,ɾi,den",munferiden.wav,"y,e,i,e",münferiden,"mün,fe,ri,den"
mynfesih,"myn,fe,sih",munfesih.wav,"y,e,i",münfesih,"mün,fe,sih"
mynhaːl,"myn,haːl",munhal.wav,"y,a",münhal,"mün,hal"
mynhasɯɾ,"myn,ha,sɯɾ",munhasir.wav,"y,a,ɯ",münhasır,"mün,ha,sır"
mynciɾ,"myn,ciɾ",munkir.wav,"y,i",münkir,"mün,kir"
myntacil,"myn,ta,cil",muntakil.wav,"y,a,i",müntakil,"mün,ta,kil"
muntazɯɾ,"mun,ta,zɯɾ",muntazir.wav,"u,a,ɯ",muntazır,"mun,ta,zır"
myntehap,"myn,te,hap",muntehap.wav,"y,e,a",müntehap,"mün,te,hap"
muɾaːkabe,"mu,ɾaː,ka,be",murakabe.wav,"u,a,a,e",murakabe,"mu,ra,ka,be"
myɾettep,"my,ɾet,tep",murettep.wav,"y,e,e",mürettep,"mü,ret,tep"
myɾtefiː,"myɾ,te,fiː",murtefi.wav,"y,e,i",mürtefi,"mür,te,fi"
musaddak,"mu,sad,dak",musaddak.wav,"u,a,a",musaddak,"mu,sad,dak"
mysaːdeɾe,"my,saː,de,ɾe",musadere.wav,"y,a,e,e",müsadere,"mü,sa,de,re"
musakka,"mu,sak,ka",musakka.wav,"u,a,a",musakka,"mu,sak,ka"
mysaːmaha,"my,saː,ma,ha",musamaha.wav,"y,a,a,a",müsamaha,"mü,sa,ma,ha"
mysaːviː,"my,saː,viː",musavi.wav,"y,a,i",müsavi,"mü,sa,vi"
mysed͡ʒd͡ʒɛl,"my,sed͡ʒ,d͡ʒɛl",museccel.wav,"y,e,ɛ",müseccel,"mü,sec,cel"
mystaːd͡ʒel,"mys,taː,d͡ʒel",mustacel.wav,"y,a,e",müstacel,"müs,ta,cel"
mystaːd͡ʒelɛn,"mys,taː,d͡ʒe,lɛn",mustacelen.wav,"y,a,e,ɛ",müstacelen,"müs,ta,ce,len"
mystenidɛn,"mys,te,ni,dɛn",musteniden.wav,"y,e,i,ɛ",müsteniden,"müs,te,ni,den"
mystesnaː,"mys,tes,naː",mustesna.wav,"y,e,a",müstesna,"müs,tes,na"
mutasaɾɾɯf,"mu,ta,saɾ,ɾɯf",mutasarrif.wav,"u,a,a,ɯ",mutasarrıf,"mu,ta,sar,rıf"
mutavassɯt,"mu,ta,vas,sɯt",mutavassit.wav,"u,a,a,ɯ",mutavassıt,"mu,ta,vas,sıt"
myteaddit,"my,te,ad,dit",muteaddit.wav,"y,e,a,i",müteaddit,"mü,te,ad,dit"
myteahhit,"my,te,ah,hit",muteahhit.wav,"y,e,a,i",müteahhit,"mü,te,ah,hit"
myteɑɫlik,"my,te,ɑɫ,lik",muteallik.wav,"y,e,ɑ,i",müteallik,"mü,te,al,lik"
mytedaːvil,"my,te,daː,vil",mutedavil.wav,"y,e,a,i",mütedavil,"mü,te,da,vil"
mytefeɾɾik,"my,te,feɾ,ɾik",muteferrik.wav,"y,e,e,i",müteferrik,"mü,te,fer,rik"
mytehammil,"my,te,ham,mil",mutehammil.wav,"y,e,a,i",mütehammil,"mü,te,ham,mil"
mytehavvil,"my,te,hav,vil",mutehavvil.wav,"y,e,a,i",mütehavvil,"mü,te,hav,vil"
mytenaːkɯs,"my,te,naː,kɯs",mutenakis.wav,"y,e,a,ɯ",mütenakıs,"mü,te,na,kıs"
mytenaːsip,"my,te,naː,sip",mutenasip.wav,"y,e,a,i",mütenasip,"mü,te,na,sip"
mytesɛɫsil,"my,te,sɛɫ,sil",muteselsil.wav,"y,e,ɛ,i",müteselsil,"mü,te,sel,sil"
mytevakkɯf,"my,te,vak,kɯf",mutevakkif.wav,"y,e,a,ɯ",mütevakkıf,"mü,te,vak,kıf"
mytevɛɫliː,"my,te,vɛɫ,liː",mutevelli.wav,"y,e,ɛ,i",mütevelli,"mü,te,vel,li"
myteveɫlit,"my,te,veɫ,lit",mutevellit.wav,"y,e,e,i",mütevellit,"mü,te,vel,lit"
muttaliː,"mut,ta,liː",muttali.wav,"u,a,i",muttali,"mut,ta,li"
muvaːd͡ʒɛhɛ,"mu,vaː,d͡ʒɛ,hɛ",muvacehe.wav,"u,a,ɛ,ɛ",muvacehe,"mu,va,ce,he"
muvaːfakat,"mu,vaː,fa,kat",muvafakat.wav,"u,a,a,a",muvafakat,"mu,va,fa,kat"
muvaːfɯk,"mu,vaː,fɯk",muvafik.wav,"u,a,ɯ",muvafık,"mu,va,fık"
muvakkat,"mu,vak,kat",muvakkat.wav,"u,a,a",muvakkat,"mu,vak,kat"
myvekcil,"my,vek,cil",muvekkil.wav,"y,e,i",müvekkil,"mü,vek,kil"
myvezziː,"my,vez,ziː",muvezzi.wav,"y,e,i",müvezzi,"mü,vez,zi"
myzaːjede,"my,zaː,je,de",muzayede.wav,"y,a,e,e",müzayede,"mü,za,ye,de"
naːhije,"naː,hi,je",nahiye.wav,"a,i,e",nahiye,"na,hi,ye"
navɫun,"nav,ɫun",navlun.wav,"a,u",navlun,"nav,lun"
nemaː,"ne,maː",nema.wav,"e,a",nema,"ne,ma"
neviː,"ne,viː",nevi.wav,"e,i",nevi,"ne,vi"
nezaːɾet,"ne,zaː,ɾet",nezaret.wav,"e,a,e",nezaret,"ne,za,ret"
nisap,"ni,sap",nisap.wav,"i,a",nisap,"ni,sap"
nɯsf,nɯsf,nisf.wav,ɯ,nısf,nısf
nizaː,"ni,zaː",niza.wav,"i,a",niza,"ni,za"
pafta,"paf,ta",pafta.wav,"a,a",pafta,"paf,ta"
paɾsɛl,"paɾ,sɛl",parsel.wav,"a,ɛ",parsel,"par,sel"
ɾaːjit͡ʃ,"ɾaː,jit͡ʃ",rayic.wav,"a,i",rayiç,"ra,yiç"
ɾefik,"ɾe,fik",refik.wav,"e,i",refik,"re,fik"
ɾehin,"ɾe,hin",rehin.wav,"e,i",rehin,"re,hin"
ɾeːsɛn,"ɾeː,sɛn",resen.wav,"e,ɛ",resen,"re,sen"
ɾesim,"ɾe,sim",resim.wav,"e,i",resim,"re,sim"
ɾeʃit,"ɾe,ʃit",resit.wav,"e,i",reşit,"re,şit"
ɾyt͡ʃhaːn,"ɾyt͡ʃ,haːn",ruchan.wav,"y,a",rüçhan,"rüç,han"
ɾyd͡ʒuː,"ɾy,d͡ʒuː",rucu.wav,"y,u",rücu,"rü,cu"
ɾysuːm,"ɾy,suːm",rusum.wav,"y,u",rüsum,"rü,sum"
sahih,"sa,hih",sahih.wav,"a,i",sahih,"sa,hih"
saːlih,"saː,lih",salih.wav,"a,i",salih,"sa,lih"
ʃaːmil,"ʃaː,mil",samil.wav,"a,i",şamil,"şa,mil"
saːniːjɛn,"saː,niː,jɛn",saniyen.wav,"a,i,ɛ",saniyen,"sa,ni,yen"
saɾaːhɑt,"sa,ɾaː,hɑt",sarahat.wav,"a,a,ɑ",sarahat,"sa,ra,hat"
saɾfijat,"saɾ,fi,jat",sarfiyat.wav,"a,i,a",sarfiyat,"sar,fi,yat"
saɾi,"sa,ɾi",sari.wav,"a,i",sari,"sa,ri"
ʃaɾk,ʃaɾk,sark.wav,a,şark,şark
selef,"se,lef",selef.wav,"e,e",selef,"se,lef"
semɛn,"se,mɛn",semen.wav,"e,ɛ",semen,"se,men"
semeɾe,"se,me,ɾe",semere.wav,"e,e,e",semere,"se,me,re"
ʃeɾaːit,"ʃe,ɾa,ːit",serait.wav,"e,a,i",şerait,"şe,ra,it"
ʃɛɾh,ʃɛɾh,serh.wav,ɛ,şerh,şerh
ʃeɾiːk,"ʃe,ɾiːk",serik.wav,"e,i",şerik,"şe,rik"
ʃimɑːl,"ʃi,mɑːl",simal.wav,"i,ɑ",şimal,"şi,mal"
siɾaːjet,"si,ɾaː,jet",sirayet.wav,"i,a,e",sirayet,"si,ra,yet"
siɾcɑt,"siɾ,cɑt",sirkat.wav,"i,ɑ",sirkat,"sir,kat"
