word_ipa,subword_ipas,audio_file,vowel_ipas,word,subword_string
eʃcɑl,"eʃ,cɑl",https://sozluk.rtuk.gov.tr/Home/SesKelime/2343,"e,ɑ",eşkâl,eşkâl
esnaf,"es,naf",https://sozluk.rtuk.gov.tr/Home/SesKelime/2316,"e,a",esnaf,"es,naf"
etfɑːl,"et,fɑːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/2353,"e,ɑ",etfal,"et,fal"
evkaːf,"ev,kaːf",https://sozluk.rtuk.gov.tr/Home/SesKelime/2367,"e,a",evkaf,"ev,kaf"
evsaːf,"ev,saːf",https://sozluk.rtuk.gov.tr/Home/SesKelime/2383,"e,a",evsaf,"ev,saf"
evvɛlemiɾde,"ev,vɛ,le,miɾ,de",https://sozluk.rtuk.gov.tr/Home/SesKelime/2389,"e,ɛ,e,i,e",evvelemirde,"ev,ve,le,mir,de"
ezd͡ʒymle,"ez,d͡ʒym,le",https://sozluk.rtuk.gov.tr/Home/SesKelime/2424,"e,y,e",ezcümle,"ez,cüm,le"
faːɾiː,"faː,ɾiː",https://sozluk.rtuk.gov.tr/Home/SesKelime/2488,"a,i",fariğ,"fa,riğ"
faɾz,faɾz,https://sozluk.rtuk.gov.tr/Home/SesKelime/2499,a,farz,farz
feɾaː,"fe,ɾaː",https://sozluk.rtuk.gov.tr/Home/SesKelime/2600,"e,a",ferağ,"fe,rağ"
fesih,"fe,sih",https://sozluk.rtuk.gov.tr/Home/SesKelime/2647,"e,i",fesih,"fe,sih"
fetɾet,"fet,ɾet",https://sozluk.rtuk.gov.tr/Home/SesKelime/2659,"e,e",fetret,"fet,ret"
fevk,fevk,https://sozluk.rtuk.gov.tr/Home/SesKelime/2670,e,fevk,fevk
fiɫhaciːka,"fiɫ,ha,ciː,ka",https://sozluk.rtuk.gov.tr/Home/SesKelime/2736,"i,a,i,a",filhakika,"fil,ha,ki,ka"
fɯɾka,"fɯɾ,ka",https://sozluk.rtuk.gov.tr/Home/SesKelime/2692,"ɯ,a",fırka,"fır,ka"
ɡaːip,"ɡa,ːip",https://sozluk.rtuk.gov.tr/Home/SesKelime/2838,"a,i",gaip,"ga,ip"
ɡaɾaz,"ɡa,ɾaz",https://sozluk.rtuk.gov.tr/Home/SesKelime/2872,"a,a",garaz,"ga,raz"
ɡaɾp,ɡaɾp,https://sozluk.rtuk.gov.tr/Home/SesKelime/2878,a,garp,garp
ɡasp,ɡasp,https://sozluk.rtuk.gov.tr/Home/SesKelime/2892,a,gasp,gasp
ɡajbuːbet,"ɡaj,buː,bet",https://sozluk.rtuk.gov.tr/Home/SesKelime/2897,"a,u,e",gaybubet,"gay,bu,bet"
ɡajɾimencuːːl,"ɡaj,ɾi,men,cuːːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/2915,"a,i,e,u",gayrimenkul,"gay,ri,men,kul"
ɡɛɾt͡ʃi,"ɡɛɾ,t͡ʃi",https://sozluk.rtuk.gov.tr/Home/SesKelime/2952,"ɛ,i",gerçi,"ger,çi"
ɡiɾift,"ɡi,ɾift",https://sozluk.rtuk.gov.tr/Home/SesKelime/2982,"i,i",girift,"gi,rift"
haːd͡ʒet,"haː,d͡ʒet",https://sozluk.rtuk.gov.tr/Home/SesKelime/3138,"a,e",hacet,"ha,cet"
had͡ʒiz,"ha,d͡ʒiz",https://sozluk.rtuk.gov.tr/Home/SesKelime/3146,"a,i",haciz,"ha,ciz"
hafɾijat,"haf,ɾi,jat",https://sozluk.rtuk.gov.tr/Home/SesKelime/3190,"a,i,a",hafriyat,"haf,ri,yat"
haːil,"ha,ːil",https://sozluk.rtuk.gov.tr/Home/SesKelime/3197,"a,i",hail,"ha,il"
haːiz,"ha,ːiz",https://sozluk.rtuk.gov.tr/Home/SesKelime/3201,"a,i",haiz,"ha,iz"
hak,hak,https://sozluk.rtuk.gov.tr/Home/SesKelime/3202,a,hak,hak
hakkaːnijet,"hak,kaː,ni,jet",https://sozluk.rtuk.gov.tr/Home/SesKelime/3232,"a,a,i,e",hakkaniyet,"hak,ka,ni,yet"
halel,"ha,lel",https://sozluk.rtuk.gov.tr/Home/SesKelime/3261,"a,e",halel,"ha,lel"
haliːta,"ha,liː,ta",https://sozluk.rtuk.gov.tr/Home/SesKelime/3286,"a,i,a",halita,"ha,li,ta"
haɾnup,"haɾ,nup",https://sozluk.rtuk.gov.tr/Home/SesKelime/3433,"a,u",harnup,"har,nup"
has,has,https://sozluk.rtuk.gov.tr/Home/SesKelime/3437,a,has,has
hasebijle,"ha,se,bij,le",https://sozluk.rtuk.gov.tr/Home/SesKelime/3447,"a,e,i,e",hasebiyle,"ha,se,biy,le"
havaːle,"ha,vaː,le",https://sozluk.rtuk.gov.tr/Home/SesKelime/3532,"a,a,e",havale,"ha,va,le"
haziːne,"ha,ziː,ne",https://sozluk.rtuk.gov.tr/Home/SesKelime/3621,"a,i,e",hazine,"ha,zi,ne"
hibe,"hi,be",https://sozluk.rtuk.gov.tr/Home/SesKelime/3760,"i,e",hibe,"hi,be"
hiɫcɑt,"hiɫ,cɑt",https://sozluk.rtuk.gov.tr/Home/SesKelime/3798,"i,ɑ",hilkat,"hil,kat"
himaːje,"hi,maː,je",https://sozluk.rtuk.gov.tr/Home/SesKelime/3805,"i,a,e",himaye,"hi,ma,ye"
hyd͡ʒd͡ʒet,"hyd͡ʒ,d͡ʒet",https://sozluk.rtuk.gov.tr/Home/SesKelime/3951,"y,e",hüccet,"hüc,cet"
hysnynijet,"hys,ny,ni,jet",https://sozluk.rtuk.gov.tr/Home/SesKelime/4003,"y,y,i,e",hüsnüniyet,"hüs,nü,ni,yet"
kaːbil,"kaː,bil",https://sozluk.rtuk.gov.tr/Home/SesKelime/4840,"a,i",kabil,"ka,bil"
kaːbil,"kaː,bil",https://sozluk.rtuk.gov.tr/Home/SesKelime/4840,"a,i",kabil,"ka,bil"
kab,kab,https://sozluk.rtuk.gov.tr/Home/SesKelime/4856,a,kabz,kabz
kadastɾo,"ka,dast,ɾo",https://sozluk.rtuk.gov.tr/Home/SesKelime/4859,"a,a,o",kadastro,"ka,dast,ro"
cɑːfiː,"cɑː,fiː",https://sozluk.rtuk.gov.tr/Home/SesKelime/4885,"ɑ,i",kâfi,kâfi
kaːide,"ka,ːi,de",https://sozluk.rtuk.gov.tr/Home/SesKelime/4914,"a,i,e",kaide,"ka,i,de"
kaːim,"ka,ːim",https://sozluk.rtuk.gov.tr/Home/SesKelime/4918,"a,i",kaim,"ka,im"
kaːime,"ka,ːi,me",https://sozluk.rtuk.gov.tr/Home/SesKelime/4919,"a,i,e",kaime,"ka,i,me"
kaːnun,"kaː,nun",https://sozluk.rtuk.gov.tr/Home/SesKelime/5014,"a,u",kanun,"ka,nun"
kaːnun,"kaː,nun",https://sozluk.rtuk.gov.tr/Home/SesKelime/5014,"a,u",kanun,"ka,nun"
kaɾaːbet,"ka,ɾaː,bet",https://sozluk.rtuk.gov.tr/Home/SesKelime/5042,"a,a,e",karabet,"ka,ra,bet"
kaɾje,"kaɾ,je",https://sozluk.rtuk.gov.tr/Home/SesKelime/5085,"a,e",karye,"kar,ye"
kast,kast,https://sozluk.rtuk.gov.tr/Home/SesKelime/5107,a,kast,kast
kaviː,"ka,viː",https://sozluk.rtuk.gov.tr/Home/SesKelime/5153,"a,i",kavi,"ka,vi"
cefaːlet,"ce,faː,let",https://sozluk.rtuk.gov.tr/Home/SesKelime/5200,"e,a,e",kefalet,"ke,fa,let"
cɛɾhɛn,"cɛɾ,hɛn",https://sozluk.rtuk.gov.tr/Home/SesKelime/5285,"ɛ,ɛ",kerhen,"ker,hen"
cejfijet,"cej,fi,jet",https://sozluk.rtuk.gov.tr/Home/SesKelime/5346,"e,i,e",keyfiyet,"key,fi,yet"
cyɫfet,"cyɫ,fet",https://sozluk.rtuk.gov.tr/Home/SesKelime/5712,"y,e",külfet,"kül,fet"
kusuɾ,"ku,suɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/5758,"u,u",küsur,"kü,sur"
cytyb,"cy,tyb",https://sozluk.rtuk.gov.tr/Home/SesKelime/5766,"y,y",kütüb,"kü,tüb"
lɑːacaːl,"lɑ,ːa,caːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/5771,"ɑ,a,a",laakal,"la,a,kal"
lɑːjiha,"lɑː,ji,ha",https://sozluk.rtuk.gov.tr/Home/SesKelime/5865,"ɑ,i,a",layiha,"la,yi,ha"
loːkavt,"loː,kavt",https://sozluk.rtuk.gov.tr/Home/SesKelime/5985,"o,a",lokavt,"lo,kavt"
maːfevk,"maː,fevk",https://sozluk.rtuk.gov.tr/Home/SesKelime/6060,"a,e",mafevk,"ma,fevk"
mahdut,"mah,dut",https://sozluk.rtuk.gov.tr/Home/SesKelime/6090,"a,u",mahdut,"mah,dut"
mahfuz,"mah,fuz",https://sozluk.rtuk.gov.tr/Home/SesKelime/6094,"a,u",mahfuz,"mah,fuz"
maːhijet,"maː,hi,jet",https://sozluk.rtuk.gov.tr/Home/SesKelime/6101,"a,i,e",mahiyet,"ma,hi,yet"
mahɾum,"mah,ɾum",https://sozluk.rtuk.gov.tr/Home/SesKelime/6128,"a,u",mahrum,"mah,rum"
mahsup,"mah,sup",https://sozluk.rtuk.gov.tr/Home/SesKelime/6136,"a,u",mahsup,"mah,sup"
mahsus,"mah,sus",https://sozluk.rtuk.gov.tr/Home/SesKelime/6138,"a,u",mahsus,"mah,sus"
maktuː,"mak,tuː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6202,"a,u",maktu,"mak,tu"
makuːle,"ma,kuː,le",https://sozluk.rtuk.gov.tr/Home/SesKelime/6207,"a,u,e",makule,"ma,ku,le"
maːlik,"maː,lik",https://sozluk.rtuk.gov.tr/Home/SesKelime/6216,"a,i",malik,"ma,lik"
maːlik,"maː,lik",https://sozluk.rtuk.gov.tr/Home/SesKelime/6216,"a,i",malik,"ma,lik"
maːmelek,"maː,me,lek",https://sozluk.rtuk.gov.tr/Home/SesKelime/6233,"a,e,e",mamelek,"ma,me,lek"
maːɾuz,"maː,ɾuz",https://sozluk.rtuk.gov.tr/Home/SesKelime/6293,"a,u",maruz,"ma,ruz"
masaːɾif,"ma,saː,ɾif",https://sozluk.rtuk.gov.tr/Home/SesKelime/6298,"a,a,i",masarif,"ma,sa,rif"
masɫahat,"mas,ɫa,hat",https://sozluk.rtuk.gov.tr/Home/SesKelime/6303,"a,a,a",maslahat,"mas,la,hat"
matbuː,"mat,buː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6341,"a,u",matbu,"mat,bu"
matɾah,"mat,ɾah",https://sozluk.rtuk.gov.tr/Home/SesKelime/6351,"a,a",matrah,"mat,rah"
maːtuf,"maː,tuf",https://sozluk.rtuk.gov.tr/Home/SesKelime/6358,"a,u",matuf,"ma,tuf"
mazaɾɾat,"ma,zaɾ,ɾat",https://sozluk.rtuk.gov.tr/Home/SesKelime/6376,"a,a,a",mazarrat,"ma,zar,rat"
mazbata,"maz,ba,ta",https://sozluk.rtuk.gov.tr/Home/SesKelime/6377,"a,a,a",mazbata,"maz,ba,ta"
mazhaɾ,"maz,haɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/6381,"a,a",mazhar,"maz,har"
maznuːn,"maz,nuːn",https://sozluk.rtuk.gov.tr/Home/SesKelime/6390,"a,u",maznun,"maz,nun"
mebde,"meb,de",https://sozluk.rtuk.gov.tr/Home/SesKelime/6404,"e,e",mebde,"meb,de"
met͡ʃhuːːl,"met͡ʃ,huːːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/6454,"e,u",meçhul,"meç,hul"
med͡ʒɾaː,"med͡ʒ,ɾaː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6445,"e,a",mecra,"mec,ra"
medaːɾ,"me,daːɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/6458,"e,a",medar,"me,dar"
mefɾuːʃaːt,"mef,ɾuː,ʃaːt",https://sozluk.rtuk.gov.tr/Home/SesKelime/6486,"e,u,a",mefruşat,"mef,ru,şat"
mehil,"me,hil",https://sozluk.rtuk.gov.tr/Home/SesKelime/6501,"e,i",mehil,"me,hil"
mɛɫhuːz,"mɛɫ,huːz",https://sozluk.rtuk.gov.tr/Home/SesKelime/6555,"ɛ,u",melhuz,"mel,huz"
memaːlik,"me,maː,lik",https://sozluk.rtuk.gov.tr/Home/SesKelime/6568,"e,a,i",memalik,"me,ma,lik"
memnuː,"mem,nuː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6580,"e,u",memnu,"mem,nu"
meːmuɾ,"meː,muɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/6586,"e,u",memur,"me,mur"
mɛn,mɛn,https://sozluk.rtuk.gov.tr/Home/SesKelime/6591,ɛ,men,men
mencuːl,"men,cuːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/6627,"e,u",menkul,"men,kul"
meŋʃeː,"meŋ,ʃeː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6636,"e,e",menşe,"men,şe"
meɾa,"me,ɾa",https://sozluk.rtuk.gov.tr/Home/SesKelime/6645,"e,a",mera,"me,ra"
mɛɾbut,"mɛɾ,but",https://sozluk.rtuk.gov.tr/Home/SesKelime/6652,"ɛ,u",merbut,"mer,but"
meskuːn,"mes,kuːn",https://sozluk.rtuk.gov.tr/Home/SesKelime/6715,"e,u",meskûn,meskûn
mesmuː,"mes,muː",https://sozluk.rtuk.gov.tr/Home/SesKelime/6719,"e,u",mesmu,"mes,mu"
meʃɾuːt,"meʃ,ɾuːt",https://sozluk.rtuk.gov.tr/Home/SesKelime/6753,"e,u",meşrut,"meş,rut"
mɛsuːːl,"mɛ,suːːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/6731,"ɛ,u",mesul,"me,sul"
mevkuːf,"mev,kuːf",https://sozluk.rtuk.gov.tr/Home/SesKelime/6803,"e,u",mevkuf,"mev,kuf"
mezcuːːɾ,"mez,cuːːɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/6861,"e,u",mezkûr,mezkûr
meːzun,"meː,zun",https://sozluk.rtuk.gov.tr/Home/SesKelime/6865,"e,u",mezun,"me,zun"
minvɑːl,"min,vɑːl",https://sozluk.rtuk.gov.tr/Home/SesKelime/6951,"i,ɑ",minval,"min,val"
muad͡ʒd͡ʒɛl,"mu,ad͡ʒ,d͡ʒɛl",https://sozluk.rtuk.gov.tr/Home/SesKelime/7008,"u,a,ɛ",muaccel,"mu,ac,cel"
muaːdil,"mu,aː,dil",https://sozluk.rtuk.gov.tr/Home/SesKelime/7013,"u,a,i",muadil,"mu,a,dil"
muaːfijet,"mu,aː,fi,jet",https://sozluk.rtuk.gov.tr/Home/SesKelime/7015,"u,a,i,e",muafiyet,"mu,a,fi,yet"
muahhaːɾ,"mu,ah,haːɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7018,"u,a,a",muahhar,"mu,ah,har"
muaɫlɑk,"mu,aɫ,lɑk",https://sozluk.rtuk.gov.tr/Home/SesKelime/7022,"u,a,ɑ",muallak,"mu,al,lak"
muaːmɛlɑːt,"mu,aː,mɛ,lɑːt",https://sozluk.rtuk.gov.tr/Home/SesKelime/7028,"u,a,ɛ,ɑ",muamelat,"mu,a,me,lat"
muaːvin,"mu,aː,vin",https://sozluk.rtuk.gov.tr/Home/SesKelime/7043,"u,a,i",muavin,"mu,a,vin"
muajjɛn,"mu,aj,jɛn",https://sozluk.rtuk.gov.tr/Home/SesKelime/7048,"u,a,ɛ",muayyen,"mu,ay,yen"
mybaːjaa,"my,baː,ja,a",https://sozluk.rtuk.gov.tr/Home/SesKelime/7329,"y,a,a,a",mübayaa,"mü,ba,ya,a"
mybejjin,"my,bej,jin",https://sozluk.rtuk.gov.tr/Home/SesKelime/7337,"y,e,i",mübeyyin,"mü,bey,yin"
myd͡ʒbiɾ,"myd͡ʒ,biɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7346,"y,i",mücbir,"müc,bir"
muːd͡ʒibind͡ʒe,"muː,d͡ʒi,bin,d͡ʒe",https://sozluk.rtuk.gov.tr/Home/SesKelime/7052,"u,i,i,e",mucibince,"mu,ci,bin,ce"
muːd͡ʒip,"muː,d͡ʒip",https://sozluk.rtuk.gov.tr/Home/SesKelime/7054,"u,i",mucip,"mu,cip"
myd͡ʒmɛl,"myd͡ʒ,mɛl",https://sozluk.rtuk.gov.tr/Home/SesKelime/7357,"y,ɛ",mücmel,"müc,mel"
mydaːfiː,"my,daː,fiː",https://sozluk.rtuk.gov.tr/Home/SesKelime/7365,"y,a,i",müdafi,"mü,da,fi"
myddeaː,"myd,de,aː",https://sozluk.rtuk.gov.tr/Home/SesKelime/7374,"y,e,a",müddea,"müd,de,a"
myddɛiː,"myd,dɛ,iː",https://sozluk.rtuk.gov.tr/Home/SesKelime/7375,"y,ɛ,i",müddei,"müd,de,i"
myebbet,"my,eb,bet",https://sozluk.rtuk.gov.tr/Home/SesKelime/7388,"y,e,e",müebbet,"mü,eb,bet"
myed͡ʒd͡ʒɛl,"my,ed͡ʒ,d͡ʒɛl",https://sozluk.rtuk.gov.tr/Home/SesKelime/7389,"y,e,ɛ",müeccel,"mü,ec,cel"
myesses,"my,es,ses",https://sozluk.rtuk.gov.tr/Home/SesKelime/7395,"y,e,e",müesses,"mü,es,ses"
myessiɾ,"my,es,siɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7398,"y,e,i",müessir,"mü,es,sir"
myejjide,"my,ej,ji,de",https://sozluk.rtuk.gov.tr/Home/SesKelime/7403,"y,e,i,e",müeyyide,"mü,ey,yi,de"
myflis,"myf,lis",https://sozluk.rtuk.gov.tr/Home/SesKelime/7413,"y,i",müflis,"müf,lis"
muɡaːjiɾ,"mu,ɡaː,jiɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7065,"u,a,i",mugayir,"mu,ga,yir"
muhaːceme,"mu,haː,ce,me",https://sozluk.rtuk.gov.tr/Home/SesKelime/7085,"u,a,e,e",muhakeme,"mu,ha,ke,me"
muhammɛn,"mu,ham,mɛn",https://sozluk.rtuk.gov.tr/Home/SesKelime/7096,"u,a,ɛ",muhammen,"mu,ham,men"
muhaɾɾɛɾ,"mu,haɾ,ɾɛɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7105,"u,a,ɛ",muharrer,"mu,har,rer"
muhaːtaɾa,"mu,haː,ta,ɾa",https://sozluk.rtuk.gov.tr/Home/SesKelime/7121,"u,a,a,a",muhatara,"mu,ha,ta,ra"
muhik,"mu,hik",https://sozluk.rtuk.gov.tr/Home/SesKelime/7132,"u,i",muhik,"mu,hik"
muhtaɾ,"muh,taɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7143,"u,a",muhtar,"muh,tar"
muhtelif,"muh,te,lif",https://sozluk.rtuk.gov.tr/Home/SesKelime/7151,"u,e,i",muhtelif,"muh,te,lif"
myhyɾ,"my,hyɾ",https://sozluk.rtuk.gov.tr/Home/SesKelime/7434,"y,y",mühür,"mü,hür"
mukaːbil,"mu,kaː,bil",https://sozluk.rtuk.gov.tr/Home/SesKelime/7164,"u,a,i",mukabil,"mu,ka,bil"
mukaddɛm,"mu,kad,dɛm",https://sozluk.rtuk.gov.tr/Home/SesKelime/7165,"u,a,ɛ",mukaddem,"mu,kad,dem"
